,location,date,population,people_fully_vaccinated
494,Afghanistan,2021-05-11,41128772.0,55624.0
503,Afghanistan,2021-05-20,41128772.0,77560.0
507,Afghanistan,2021-05-24,41128772.0,96910.0
509,Afghanistan,2021-05-26,41128772.0,111082.0
510,Afghanistan,2021-05-27,41128772.0,113739.0
513,Afghanistan,2021-05-30,41128772.0,119926.0
516,Afghanistan,2021-06-02,41128772.0,144600.0
517,Afghanistan,2021-06-03,41128772.0,148505.0
522,Afghanistan,2021-06-08,41128772.0,158343.0
528,Afghanistan,2021-06-14,41128772.0,177266.0
536,Afghanistan,2021-06-22,41128772.0,183762.0
541,Afghanistan,2021-06-27,41128772.0,186260.0
544,Afghanistan,2021-06-30,41128772.0,187654.0
549,Afghanistan,2021-07-05,41128772.0,189322.0
551,Afghanistan,2021-07-07,41128772.0,199250.0
555,Afghanistan,2021-07-11,41128772.0,219159.0
595,Afghanistan,2021-08-20,41128772.0,430744.0
681,Afghanistan,2021-11-14,41128772.0,3188609.0
724,Afghanistan,2021-12-27,41128772.0,3753224.0
737,Afghanistan,2022-01-09,41128772.0,3809353.0
739,Afghanistan,2022-01-11,41128772.0,3814837.0
741,Afghanistan,2022-01-13,41128772.0,3823786.0
745,Afghanistan,2022-01-17,41128772.0,3832821.0
747,Afghanistan,2022-01-19,41128772.0,3836731.0
752,Afghanistan,2022-01-24,41128772.0,3851307.0
754,Afghanistan,2022-01-26,41128772.0,3866279.0
755,Afghanistan,2022-01-27,41128772.0,3868832.0
759,Afghanistan,2022-01-31,41128772.0,3892831.0
761,Afghanistan,2022-02-02,41128772.0,3912336.0
766,Afghanistan,2022-02-07,41128772.0,3959887.0
773,Afghanistan,2022-02-14,41128772.0,4043580.0
779,Afghanistan,2022-02-20,41128772.0,4125717.0
786,Afghanistan,2022-02-27,41128772.0,4231984.0
793,Afghanistan,2022-03-06,41128772.0,4281934.0
804,Afghanistan,2022-03-17,41128772.0,4402868.0
809,Afghanistan,2022-03-22,41128772.0,4420127.0
822,Afghanistan,2022-04-04,41128772.0,4532577.0
832,Afghanistan,2022-04-14,41128772.0,4595506.0
836,Afghanistan,2022-04-18,41128772.0,4603187.0
844,Afghanistan,2022-04-26,41128772.0,4636946.0
845,Afghanistan,2022-04-27,41128772.0,4637327.0
853,Afghanistan,2022-05-05,41128772.0,4668999.0
856,Afghanistan,2022-05-08,41128772.0,4670950.0
858,Afghanistan,2022-05-10,41128772.0,4676224.0
863,Afghanistan,2022-05-15,41128772.0,4710456.0
871,Afghanistan,2022-05-23,41128772.0,4758426.0
880,Afghanistan,2022-06-01,41128772.0,4807917.0
894,Afghanistan,2022-06-15,41128772.0,4923085.0
900,Afghanistan,2022-06-21,41128772.0,4979930.0
909,Afghanistan,2022-06-30,41128772.0,5064430.0
919,Afghanistan,2022-07-10,41128772.0,5105618.0
926,Afghanistan,2022-07-17,41128772.0,5309804.0
928,Afghanistan,2022-07-19,41128772.0,6422705.0
936,Afghanistan,2022-07-27,41128772.0,6571487.0
947,Afghanistan,2022-08-07,41128772.0,8272846.0
955,Afghanistan,2022-08-15,41128772.0,9613976.0
962,Afghanistan,2022-08-22,41128772.0,9771963.0
971,Afghanistan,2022-08-31,41128772.0,9939590.0
975,Afghanistan,2022-09-04,41128772.0,9963368.0
982,Afghanistan,2022-09-11,41128772.0,10096068.0
983,Afghanistan,2022-09-12,41128772.0,10105500.0
990,Afghanistan,2022-09-19,41128772.0,10187788.0
997,Afghanistan,2022-09-26,41128772.0,10233282.0
999,Afghanistan,2022-09-28,41128772.0,10245183.0
1005,Afghanistan,2022-10-04,41128772.0,10278516.0
1012,Afghanistan,2022-10-11,41128772.0,10303193.0
1017,Afghanistan,2022-10-16,41128772.0,10328057.0
1025,Afghanistan,2022-10-24,41128772.0,10386823.0
1033,Afghanistan,2022-11-01,41128772.0,10427132.0
1034,Afghanistan,2022-11-02,41128772.0,10458947.0
1040,Afghanistan,2022-11-08,41128772.0,10489783.0
1047,Afghanistan,2022-11-15,41128772.0,10517707.0
1048,Afghanistan,2022-11-16,41128772.0,10531675.0
1059,Afghanistan,2022-11-27,41128772.0,10587076.0
1067,Afghanistan,2022-12-05,41128772.0,10615628.0
1084,Afghanistan,2022-12-22,41128772.0,10754839.0
1099,Afghanistan,2023-01-06,41128772.0,10825004.0
1109,Afghanistan,2023-01-16,41128772.0,10894509.0
1115,Afghanistan,2023-01-22,41128772.0,10956289.0
1122,Afghanistan,2023-01-29,41128772.0,10967235.0
1136,Afghanistan,2023-02-12,41128772.0,11043751.0
1138,Afghanistan,2023-02-14,41128772.0,11062636.0
1143,Afghanistan,2023-02-19,41128772.0,11661485.0
1147,Afghanistan,2023-02-23,41128772.0,11885116.0
1150,Afghanistan,2023-02-26,41128772.0,12476994.0
1152,Afghanistan,2023-02-28,41128772.0,12723156.0
1157,Afghanistan,2023-03-05,41128772.0,13337097.0
1557,Africa,2021-02-03,1426736614.0,5.0
1558,Africa,2021-02-04,1426736614.0,5.0
1559,Africa,2021-02-05,1426736614.0,5.0
1560,Africa,2021-02-06,1426736614.0,1586.0
1561,Africa,2021-02-07,1426736614.0,1586.0
1562,Africa,2021-02-08,1426736614.0,3980.0
1563,Africa,2021-02-09,1426736614.0,6700.0
1564,Africa,2021-02-10,1426736614.0,10335.0
1565,Africa,2021-02-11,1426736614.0,13867.0
1566,Africa,2021-02-12,1426736614.0,13867.0
1567,Africa,2021-02-13,1426736614.0,14181.0
1568,Africa,2021-02-14,1426736614.0,14181.0
1569,Africa,2021-02-15,1426736614.0,16441.0
1570,Africa,2021-02-16,1426736614.0,18176.0
1571,Africa,2021-02-17,1426736614.0,19512.0
1572,Africa,2021-02-18,1426736614.0,22925.0
1573,Africa,2021-02-19,1426736614.0,32990.0
1574,Africa,2021-02-20,1426736614.0,45489.0
1575,Africa,2021-02-21,1426736614.0,50463.0
1576,Africa,2021-02-22,1426736614.0,68325.0
1577,Africa,2021-02-23,1426736614.0,86927.0
1578,Africa,2021-02-24,1426736614.0,102499.0
1579,Africa,2021-02-25,1426736614.0,119792.0
1580,Africa,2021-02-26,1426736614.0,183604.0
1581,Africa,2021-02-27,1426736614.0,252758.0
1582,Africa,2021-02-28,1426736614.0,255982.0
1583,Africa,2021-03-01,1426736614.0,330257.0
1584,Africa,2021-03-02,1426736614.0,394124.0
1585,Africa,2021-03-03,1426736614.0,468861.0
1586,Africa,2021-03-04,1426736614.0,529681.0
1587,Africa,2021-03-05,1426736614.0,624742.0
1588,Africa,2021-03-06,1426736614.0,705135.0
1589,Africa,2021-03-07,1426736614.0,705135.0
1590,Africa,2021-03-08,1426736614.0,779759.0
1591,Africa,2021-03-09,1426736614.0,850734.0
1592,Africa,2021-03-10,1426736614.0,1010055.0
1593,Africa,2021-03-11,1426736614.0,1137129.0
1594,Africa,2021-03-12,1426736614.0,1397210.0
1595,Africa,2021-03-13,1426736614.0,1644318.0
1596,Africa,2021-03-14,1426736614.0,1644318.0
1597,Africa,2021-03-15,1426736614.0,1942667.0
1598,Africa,2021-03-16,1426736614.0,2146524.0
1599,Africa,2021-03-17,1426736614.0,2312736.0
1600,Africa,2021-03-18,1426736614.0,2321849.0
1601,Africa,2021-03-19,1426736614.0,2563824.0
1602,Africa,2021-03-20,1426736614.0,2634856.0
1603,Africa,2021-03-21,1426736614.0,2634856.0
1604,Africa,2021-03-22,1426736614.0,2728498.0
1605,Africa,2021-03-23,1426736614.0,2820695.0
1606,Africa,2021-03-24,1426736614.0,3089404.0
1607,Africa,2021-03-25,1426736614.0,3329642.0
1608,Africa,2021-03-26,1426736614.0,3503614.0
1609,Africa,2021-03-27,1426736614.0,3606163.0
1610,Africa,2021-03-28,1426736614.0,3608826.0
1611,Africa,2021-03-29,1426736614.0,3743035.0
1612,Africa,2021-03-30,1426736614.0,3870510.0
1613,Africa,2021-03-31,1426736614.0,3995049.0
1614,Africa,2021-04-01,1426736614.0,4097537.0
1615,Africa,2021-04-02,1426736614.0,4174318.0
1616,Africa,2021-04-03,1426736614.0,4226013.0
1617,Africa,2021-04-04,1426736614.0,4226289.0
1618,Africa,2021-04-05,1426736614.0,4285890.0
1619,Africa,2021-04-06,1426736614.0,4333474.0
1620,Africa,2021-04-07,1426736614.0,4399278.0
1621,Africa,2021-04-08,1426736614.0,4443032.0
1622,Africa,2021-04-09,1426736614.0,4477593.0
1623,Africa,2021-04-10,1426736614.0,4516916.0
1624,Africa,2021-04-11,1426736614.0,4531219.0
1625,Africa,2021-04-12,1426736614.0,4533119.0
1626,Africa,2021-04-13,1426736614.0,4546621.0
1627,Africa,2021-04-14,1426736614.0,4558759.0
1628,Africa,2021-04-15,1426736614.0,4589663.0
1629,Africa,2021-04-16,1426736614.0,4600852.0
1630,Africa,2021-04-17,1426736614.0,4607983.0
1631,Africa,2021-04-18,1426736614.0,4630823.0
1632,Africa,2021-04-19,1426736614.0,4648624.0
1633,Africa,2021-04-20,1426736614.0,4663908.0
1634,Africa,2021-04-21,1426736614.0,4680066.0
1635,Africa,2021-04-22,1426736614.0,4691880.0
1636,Africa,2021-04-23,1426736614.0,4712634.0
1637,Africa,2021-04-24,1426736614.0,4727792.0
1638,Africa,2021-04-25,1426736614.0,4740830.0
1639,Africa,2021-04-26,1426736614.0,4755809.0
1640,Africa,2021-04-27,1426736614.0,4783203.0
1641,Africa,2021-04-28,1426736614.0,4828904.0
1642,Africa,2021-04-29,1426736614.0,4856173.0
1643,Africa,2021-04-30,1426736614.0,4883115.0
1644,Africa,2021-05-01,1426736614.0,4896350.0
1645,Africa,2021-05-02,1426736614.0,4904881.0
1646,Africa,2021-05-03,1426736614.0,4947142.0
1647,Africa,2021-05-04,1426736614.0,5027649.0
1648,Africa,2021-05-05,1426736614.0,5082069.0
1649,Africa,2021-05-06,1426736614.0,5107964.0
1650,Africa,2021-05-07,1426736614.0,5166964.0
1651,Africa,2021-05-08,1426736614.0,5265772.0
1652,Africa,2021-05-09,1426736614.0,5518732.0
1653,Africa,2021-05-10,1426736614.0,5557451.0
1654,Africa,2021-05-11,1426736614.0,5599564.0
1655,Africa,2021-05-12,1426736614.0,5773814.0
1656,Africa,2021-05-13,1426736614.0,5809850.0
1657,Africa,2021-05-14,1426736614.0,5863124.0
1658,Africa,2021-05-15,1426736614.0,5940500.0
1659,Africa,2021-05-16,1426736614.0,5950153.0
1660,Africa,2021-05-17,1426736614.0,6017432.0
1661,Africa,2021-05-18,1426736614.0,6165017.0
1662,Africa,2021-05-19,1426736614.0,6295276.0
1663,Africa,2021-05-20,1426736614.0,6370135.0
1664,Africa,2021-05-21,1426736614.0,6634192.0
1665,Africa,2021-05-22,1426736614.0,6738732.0
1666,Africa,2021-05-23,1426736614.0,6762593.0
1667,Africa,2021-05-24,1426736614.0,6836558.0
1668,Africa,2021-05-25,1426736614.0,6983446.0
1669,Africa,2021-05-26,1426736614.0,7112926.0
1670,Africa,2021-05-27,1426736614.0,7136486.0
1671,Africa,2021-05-28,1426736614.0,7174630.0
1672,Africa,2021-05-29,1426736614.0,7229614.0
1673,Africa,2021-05-30,1426736614.0,7296977.0
1674,Africa,2021-05-31,1426736614.0,8432047.0
1675,Africa,2021-06-01,1426736614.0,8669747.0
1676,Africa,2021-06-02,1426736614.0,8853952.0
1677,Africa,2021-06-03,1426736614.0,8974842.0
1678,Africa,2021-06-04,1426736614.0,9103131.0
1679,Africa,2021-06-05,1426736614.0,9179236.0
1680,Africa,2021-06-06,1426736614.0,9372059.0
1681,Africa,2021-06-07,1426736614.0,9675364.0
1682,Africa,2021-06-08,1426736614.0,10230768.0
1683,Africa,2021-06-09,1426736614.0,10657132.0
1684,Africa,2021-06-10,1426736614.0,11002402.0
1685,Africa,2021-06-11,1426736614.0,11221604.0
1686,Africa,2021-06-12,1426736614.0,11341272.0
1687,Africa,2021-06-13,1426736614.0,11367224.0
1688,Africa,2021-06-14,1426736614.0,11826935.0
1689,Africa,2021-06-15,1426736614.0,12539755.0
1690,Africa,2021-06-16,1426736614.0,12739901.0
1691,Africa,2021-06-17,1426736614.0,12979248.0
1692,Africa,2021-06-18,1426736614.0,13203558.0
1693,Africa,2021-06-19,1426736614.0,13290305.0
1694,Africa,2021-06-20,1426736614.0,13396618.0
1695,Africa,2021-06-21,1426736614.0,13773349.0
1696,Africa,2021-06-22,1426736614.0,13823958.0
1697,Africa,2021-06-23,1426736614.0,14022864.0
1698,Africa,2021-06-24,1426736614.0,14566440.0
1699,Africa,2021-06-25,1426736614.0,14738907.0
1700,Africa,2021-06-26,1426736614.0,14863481.0
1701,Africa,2021-06-27,1426736614.0,14955922.0
1702,Africa,2021-06-28,1426736614.0,15364225.0
1703,Africa,2021-06-29,1426736614.0,15450256.0
1704,Africa,2021-06-30,1426736614.0,15683683.0
1705,Africa,2021-07-01,1426736614.0,15762643.0
1706,Africa,2021-07-02,1426736614.0,15829509.0
1707,Africa,2021-07-03,1426736614.0,15864814.0
1708,Africa,2021-07-04,1426736614.0,16043230.0
1709,Africa,2021-07-05,1426736614.0,16473540.0
1710,Africa,2021-07-06,1426736614.0,16587472.0
1711,Africa,2021-07-07,1426736614.0,16687675.0
1712,Africa,2021-07-08,1426736614.0,17525832.0
1713,Africa,2021-07-09,1426736614.0,17639747.0
1714,Africa,2021-07-10,1426736614.0,17666560.0
1715,Africa,2021-07-11,1426736614.0,17692239.0
1716,Africa,2021-07-12,1426736614.0,18558618.0
1717,Africa,2021-07-13,1426736614.0,18779230.0
1718,Africa,2021-07-14,1426736614.0,18910595.0
1719,Africa,2021-07-15,1426736614.0,19327655.0
1720,Africa,2021-07-16,1426736614.0,19366026.0
1721,Africa,2021-07-17,1426736614.0,19420392.0
1722,Africa,2021-07-18,1426736614.0,19509647.0
1723,Africa,2021-07-19,1426736614.0,20108219.0
1724,Africa,2021-07-20,1426736614.0,20231707.0
1725,Africa,2021-07-21,1426736614.0,20246776.0
1726,Africa,2021-07-22,1426736614.0,20693299.0
1727,Africa,2021-07-23,1426736614.0,20841487.0
1728,Africa,2021-07-24,1426736614.0,20934143.0
1729,Africa,2021-07-25,1426736614.0,21281011.0
1730,Africa,2021-07-26,1426736614.0,21482032.0
1731,Africa,2021-07-27,1426736614.0,21875666.0
1732,Africa,2021-07-28,1426736614.0,22035180.0
1733,Africa,2021-07-29,1426736614.0,22487338.0
1734,Africa,2021-07-30,1426736614.0,22627623.0
1735,Africa,2021-07-31,1426736614.0,22665631.0
1736,Africa,2021-08-01,1426736614.0,22833346.0
1737,Africa,2021-08-02,1426736614.0,23160177.0
1738,Africa,2021-08-03,1426736614.0,23939509.0
1739,Africa,2021-08-04,1426736614.0,23959510.0
1740,Africa,2021-08-05,1426736614.0,24409646.0
1741,Africa,2021-08-06,1426736614.0,24578464.0
1742,Africa,2021-08-07,1426736614.0,25102295.0
1743,Africa,2021-08-08,1426736614.0,25485480.0
1744,Africa,2021-08-09,1426736614.0,25966877.0
1745,Africa,2021-08-10,1426736614.0,26304491.0
1746,Africa,2021-08-11,1426736614.0,26481864.0
1747,Africa,2021-08-12,1426736614.0,27109426.0
1748,Africa,2021-08-13,1426736614.0,27295001.0
1749,Africa,2021-08-14,1426736614.0,27403177.0
1750,Africa,2021-08-15,1426736614.0,27577376.0
1751,Africa,2021-08-16,1426736614.0,28638137.0
1752,Africa,2021-08-17,1426736614.0,29089148.0
1753,Africa,2021-08-18,1426736614.0,29892570.0
1754,Africa,2021-08-19,1426736614.0,30812305.0
1755,Africa,2021-08-20,1426736614.0,32201580.0
1756,Africa,2021-08-21,1426736614.0,32315419.0
1757,Africa,2021-08-22,1426736614.0,32543838.0
1758,Africa,2021-08-23,1426736614.0,33167006.0
1759,Africa,2021-08-24,1426736614.0,33738797.0
1760,Africa,2021-08-25,1426736614.0,34825490.0
1761,Africa,2021-08-26,1426736614.0,34851662.0
1762,Africa,2021-08-27,1426736614.0,36356569.0
1763,Africa,2021-08-28,1426736614.0,36554342.0
1764,Africa,2021-08-29,1426736614.0,37393287.0
1765,Africa,2021-08-30,1426736614.0,37670022.0
1766,Africa,2021-08-31,1426736614.0,38291814.0
1767,Africa,2021-09-01,1426736614.0,39236224.0
1768,Africa,2021-09-02,1426736614.0,39428739.0
1769,Africa,2021-09-03,1426736614.0,39688353.0
1770,Africa,2021-09-04,1426736614.0,42360353.0
1771,Africa,2021-09-05,1426736614.0,43128762.0
1772,Africa,2021-09-06,1426736614.0,43879895.0
1773,Africa,2021-09-07,1426736614.0,44196477.0
1774,Africa,2021-09-08,1426736614.0,44579901.0
1775,Africa,2021-09-09,1426736614.0,45310152.0
1776,Africa,2021-09-10,1426736614.0,46105347.0
1777,Africa,2021-09-11,1426736614.0,46680454.0
1778,Africa,2021-09-12,1426736614.0,46928118.0
1779,Africa,2021-09-13,1426736614.0,47171532.0
1780,Africa,2021-09-14,1426736614.0,49045113.0
1781,Africa,2021-09-15,1426736614.0,49950502.0
1782,Africa,2021-09-16,1426736614.0,50781375.0
1783,Africa,2021-09-17,1426736614.0,50948760.0
1784,Africa,2021-09-18,1426736614.0,51352675.0
1785,Africa,2021-09-19,1426736614.0,52391718.0
1786,Africa,2021-09-20,1426736614.0,53225062.0
1787,Africa,2021-09-21,1426736614.0,53515386.0
1788,Africa,2021-09-22,1426736614.0,54510862.0
1789,Africa,2021-09-23,1426736614.0,54843944.0
1790,Africa,2021-09-24,1426736614.0,54945951.0
1791,Africa,2021-09-25,1426736614.0,56550762.0
1792,Africa,2021-09-26,1426736614.0,56894120.0
1793,Africa,2021-09-27,1426736614.0,58961357.0
1794,Africa,2021-09-28,1426736614.0,59517715.0
1795,Africa,2021-09-29,1426736614.0,59678069.0
1796,Africa,2021-09-30,1426736614.0,60335298.0
1797,Africa,2021-10-01,1426736614.0,60460828.0
1798,Africa,2021-10-02,1426736614.0,61008218.0
1799,Africa,2021-10-03,1426736614.0,61304840.0
1800,Africa,2021-10-04,1426736614.0,61346050.0
1801,Africa,2021-10-05,1426736614.0,61711132.0
1802,Africa,2021-10-06,1426736614.0,62247158.0
1803,Africa,2021-10-07,1426736614.0,62715707.0
1804,Africa,2021-10-08,1426736614.0,63923753.0
1805,Africa,2021-10-09,1426736614.0,64935242.0
1806,Africa,2021-10-10,1426736614.0,65113013.0
1807,Africa,2021-10-11,1426736614.0,65479230.0
1808,Africa,2021-10-12,1426736614.0,65725228.0
1809,Africa,2021-10-13,1426736614.0,66596619.0
1810,Africa,2021-10-14,1426736614.0,67027675.0
1811,Africa,2021-10-15,1426736614.0,67806758.0
1812,Africa,2021-10-16,1426736614.0,67857299.0
1813,Africa,2021-10-17,1426736614.0,69621838.0
1814,Africa,2021-10-18,1426736614.0,70233563.0
1815,Africa,2021-10-19,1426736614.0,70875816.0
1816,Africa,2021-10-20,1426736614.0,71038041.0
1817,Africa,2021-10-21,1426736614.0,71797395.0
1818,Africa,2021-10-22,1426736614.0,71965545.0
1819,Africa,2021-10-23,1426736614.0,73310127.0
1820,Africa,2021-10-24,1426736614.0,74599032.0
1821,Africa,2021-10-25,1426736614.0,74861496.0
1822,Africa,2021-10-26,1426736614.0,75578165.0
1823,Africa,2021-10-27,1426736614.0,75766086.0
1824,Africa,2021-10-28,1426736614.0,76360930.0
1825,Africa,2021-10-29,1426736614.0,79415052.0
1826,Africa,2021-10-30,1426736614.0,80078265.0
1827,Africa,2021-10-31,1426736614.0,80759982.0
1828,Africa,2021-11-01,1426736614.0,81432762.0
1829,Africa,2021-11-02,1426736614.0,82036961.0
1830,Africa,2021-11-03,1426736614.0,82251189.0
1831,Africa,2021-11-04,1426736614.0,83140534.0
1832,Africa,2021-11-05,1426736614.0,83267105.0
1833,Africa,2021-11-06,1426736614.0,84214931.0
1834,Africa,2021-11-07,1426736614.0,84450098.0
1835,Africa,2021-11-08,1426736614.0,84737553.0
1836,Africa,2021-11-09,1426736614.0,85001246.0
1837,Africa,2021-11-10,1426736614.0,87156623.0
1838,Africa,2021-11-11,1426736614.0,87694758.0
1839,Africa,2021-11-12,1426736614.0,87951583.0
1840,Africa,2021-11-13,1426736614.0,88888615.0
1841,Africa,2021-11-14,1426736614.0,89484284.0
1842,Africa,2021-11-15,1426736614.0,90176574.0
1843,Africa,2021-11-16,1426736614.0,90296494.0
1844,Africa,2021-11-17,1426736614.0,90850589.0
1845,Africa,2021-11-18,1426736614.0,92212651.0
1846,Africa,2021-11-19,1426736614.0,92314452.0
1847,Africa,2021-11-20,1426736614.0,92669053.0
1848,Africa,2021-11-21,1426736614.0,93623797.0
1849,Africa,2021-11-22,1426736614.0,94505635.0
1850,Africa,2021-11-23,1426736614.0,94827029.0
1851,Africa,2021-11-24,1426736614.0,95860426.0
1852,Africa,2021-11-25,1426736614.0,96032053.0
1853,Africa,2021-11-26,1426736614.0,96395384.0
1854,Africa,2021-11-27,1426736614.0,96447935.0
1855,Africa,2021-11-28,1426736614.0,97853379.0
1856,Africa,2021-11-29,1426736614.0,98731465.0
1857,Africa,2021-11-30,1426736614.0,99299597.0
1858,Africa,2021-12-01,1426736614.0,99424535.0
1859,Africa,2021-12-02,1426736614.0,100483110.0
1860,Africa,2021-12-03,1426736614.0,101061476.0
1861,Africa,2021-12-04,1426736614.0,102318965.0
1862,Africa,2021-12-05,1426736614.0,102618682.0
1863,Africa,2021-12-06,1426736614.0,103540080.0
1864,Africa,2021-12-07,1426736614.0,103737331.0
1865,Africa,2021-12-08,1426736614.0,104802416.0
1866,Africa,2021-12-09,1426736614.0,105911011.0
1867,Africa,2021-12-10,1426736614.0,106324586.0
1868,Africa,2021-12-11,1426736614.0,107171866.0
1869,Africa,2021-12-12,1426736614.0,107691376.0
1870,Africa,2021-12-13,1426736614.0,108159569.0
1871,Africa,2021-12-14,1426736614.0,109212765.0
1872,Africa,2021-12-15,1426736614.0,110720409.0
1873,Africa,2021-12-16,1426736614.0,111038929.0
1874,Africa,2021-12-17,1426736614.0,111200145.0
1875,Africa,2021-12-18,1426736614.0,112171654.0
1876,Africa,2021-12-19,1426736614.0,112400900.0
1877,Africa,2021-12-20,1426736614.0,113905384.0
1878,Africa,2021-12-21,1426736614.0,114225131.0
1879,Africa,2021-12-22,1426736614.0,114971033.0
1880,Africa,2021-12-23,1426736614.0,116189774.0
1881,Africa,2021-12-24,1426736614.0,117486004.0
1882,Africa,2021-12-25,1426736614.0,117563603.0
1883,Africa,2021-12-26,1426736614.0,118263270.0
1884,Africa,2021-12-27,1426736614.0,118603416.0
1885,Africa,2021-12-28,1426736614.0,122323989.0
1886,Africa,2021-12-29,1426736614.0,122562413.0
1887,Africa,2021-12-30,1426736614.0,123100287.0
1888,Africa,2021-12-31,1426736614.0,124750456.0
1889,Africa,2022-01-01,1426736614.0,125170954.0
1890,Africa,2022-01-02,1426736614.0,125463560.0
1891,Africa,2022-01-03,1426736614.0,125726603.0
1892,Africa,2022-01-04,1426736614.0,128229329.0
1893,Africa,2022-01-05,1426736614.0,128662825.0
1894,Africa,2022-01-06,1426736614.0,129410903.0
1895,Africa,2022-01-07,1426736614.0,129855863.0
1896,Africa,2022-01-08,1426736614.0,130833327.0
1897,Africa,2022-01-09,1426736614.0,131295977.0
1898,Africa,2022-01-10,1426736614.0,133300569.0
1899,Africa,2022-01-11,1426736614.0,133433514.0
1900,Africa,2022-01-12,1426736614.0,133665419.0
1901,Africa,2022-01-13,1426736614.0,134382367.0
1902,Africa,2022-01-14,1426736614.0,134739677.0
1903,Africa,2022-01-15,1426736614.0,136204604.0
1904,Africa,2022-01-16,1426736614.0,136499402.0
1905,Africa,2022-01-17,1426736614.0,137590694.0
1906,Africa,2022-01-18,1426736614.0,138363760.0
1907,Africa,2022-01-19,1426736614.0,139700418.0
1908,Africa,2022-01-20,1426736614.0,139879975.0
1909,Africa,2022-01-21,1426736614.0,141355812.0
1910,Africa,2022-01-22,1426736614.0,141610117.0
1911,Africa,2022-01-23,1426736614.0,142048730.0
1912,Africa,2022-01-24,1426736614.0,142637214.0
1913,Africa,2022-01-25,1426736614.0,142735494.0
1914,Africa,2022-01-26,1426736614.0,143156826.0
1915,Africa,2022-01-27,1426736614.0,145051622.0
1916,Africa,2022-01-28,1426736614.0,145719977.0
1917,Africa,2022-01-29,1426736614.0,146055221.0
1918,Africa,2022-01-30,1426736614.0,147138878.0
1919,Africa,2022-01-31,1426736614.0,147450395.0
1920,Africa,2022-02-01,1426736614.0,147620383.0
1921,Africa,2022-02-02,1426736614.0,148556932.0
1922,Africa,2022-02-03,1426736614.0,148750500.0
1923,Africa,2022-02-04,1426736614.0,149109788.0
1924,Africa,2022-02-05,1426736614.0,149431595.0
1925,Africa,2022-02-06,1426736614.0,151195992.0
1926,Africa,2022-02-07,1426736614.0,151387452.0
1927,Africa,2022-02-08,1426736614.0,151698830.0
1928,Africa,2022-02-09,1426736614.0,152565327.0
1929,Africa,2022-02-10,1426736614.0,154127714.0
1930,Africa,2022-02-11,1426736614.0,154962993.0
1931,Africa,2022-02-12,1426736614.0,155103307.0
1932,Africa,2022-02-13,1426736614.0,155252513.0
1933,Africa,2022-02-14,1426736614.0,155421278.0
1934,Africa,2022-02-15,1426736614.0,157950472.0
1935,Africa,2022-02-16,1426736614.0,158353376.0
1936,Africa,2022-02-17,1426736614.0,158442909.0
1937,Africa,2022-02-18,1426736614.0,159317474.0
1938,Africa,2022-02-19,1426736614.0,160154539.0
1939,Africa,2022-02-20,1426736614.0,161512898.0
1940,Africa,2022-02-21,1426736614.0,164746203.0
1941,Africa,2022-02-22,1426736614.0,165392548.0
1942,Africa,2022-02-23,1426736614.0,165572203.0
1943,Africa,2022-02-24,1426736614.0,166161518.0
1944,Africa,2022-02-25,1426736614.0,166667833.0
1945,Africa,2022-02-26,1426736614.0,167259236.0
1946,Africa,2022-02-27,1426736614.0,167838539.0
1947,Africa,2022-02-28,1426736614.0,168016476.0
1948,Africa,2022-03-01,1426736614.0,168362749.0
1949,Africa,2022-03-02,1426736614.0,168563508.0
1950,Africa,2022-03-03,1426736614.0,168598686.0
1951,Africa,2022-03-04,1426736614.0,168940432.0
1952,Africa,2022-03-05,1426736614.0,170243111.0
1953,Africa,2022-03-06,1426736614.0,188774924.0
1954,Africa,2022-03-07,1426736614.0,189278783.0
1955,Africa,2022-03-08,1426736614.0,190262768.0
1956,Africa,2022-03-09,1426736614.0,191654949.0
1957,Africa,2022-03-10,1426736614.0,192104508.0
1958,Africa,2022-03-11,1426736614.0,192586932.0
1959,Africa,2022-03-12,1426736614.0,192597511.0
1960,Africa,2022-03-13,1426736614.0,194948508.0
1961,Africa,2022-03-14,1426736614.0,200128770.0
1962,Africa,2022-03-15,1426736614.0,201388203.0
1963,Africa,2022-03-16,1426736614.0,201491026.0
1964,Africa,2022-03-17,1426736614.0,202108030.0
1965,Africa,2022-03-18,1426736614.0,202868247.0
1966,Africa,2022-03-19,1426736614.0,202921266.0
1967,Africa,2022-03-20,1426736614.0,203598507.0
1968,Africa,2022-03-21,1426736614.0,203897767.0
1969,Africa,2022-03-22,1426736614.0,203967081.0
1970,Africa,2022-03-23,1426736614.0,204376131.0
1971,Africa,2022-03-24,1426736614.0,204514212.0
1972,Africa,2022-03-25,1426736614.0,204815955.0
1973,Africa,2022-03-26,1426736614.0,204862706.0
1974,Africa,2022-03-27,1426736614.0,206358963.0
1975,Africa,2022-03-28,1426736614.0,206394523.0
1976,Africa,2022-03-29,1426736614.0,207131110.0
1977,Africa,2022-03-30,1426736614.0,207179296.0
1978,Africa,2022-03-31,1426736614.0,207920112.0
1979,Africa,2022-04-01,1426736614.0,208095707.0
1980,Africa,2022-04-02,1426736614.0,208120990.0
1981,Africa,2022-04-03,1426736614.0,208152303.0
1982,Africa,2022-04-04,1426736614.0,208416502.0
1983,Africa,2022-04-05,1426736614.0,208445861.0
1984,Africa,2022-04-06,1426736614.0,208553778.0
