,location,date,population,people_fully_vaccinated
31039,Bolivia,2022-05-19,12224114.0,5953444.0
31040,Bolivia,2022-05-20,12224114.0,5957036.0
31041,Bolivia,2022-05-21,12224114.0,5958629.0
31042,Bolivia,2022-05-22,12224114.0,5958874.0
31043,Bolivia,2022-05-23,12224114.0,5960012.0
31044,Bolivia,2022-05-24,12224114.0,5962212.0
31045,Bolivia,2022-05-25,12224114.0,5963805.0
31046,Bolivia,2022-05-26,12224114.0,5965405.0
31047,Bolivia,2022-05-27,12224114.0,5966761.0
31048,Bolivia,2022-05-28,12224114.0,5967419.0
31049,Bolivia,2022-05-29,12224114.0,5967566.0
31050,Bolivia,2022-05-30,12224114.0,5968804.0
31051,Bolivia,2022-05-31,12224114.0,5970898.0
31052,Bolivia,2022-06-01,12224114.0,5972366.0
31053,Bolivia,2022-06-02,12224114.0,5973683.0
31054,Bolivia,2022-06-03,12224114.0,5975191.0
31055,Bolivia,2022-06-04,12224114.0,5976362.0
31056,Bolivia,2022-06-05,12224114.0,5976603.0
31057,Bolivia,2022-06-06,12224114.0,5977901.0
31058,Bolivia,2022-06-07,12224114.0,5979637.0
31059,Bolivia,2022-06-08,12224114.0,5981423.0
31060,Bolivia,2022-06-09,12224114.0,5983520.0
31061,Bolivia,2022-06-10,12224114.0,5985781.0
31062,Bolivia,2022-06-11,12224114.0,5987290.0
31063,Bolivia,2022-06-12,12224114.0,5987597.0
31064,Bolivia,2022-06-13,12224114.0,5989201.0
31065,Bolivia,2022-06-14,12224114.0,5991140.0
31066,Bolivia,2022-06-15,12224114.0,5992995.0
31067,Bolivia,2022-06-16,12224114.0,5995332.0
31068,Bolivia,2022-06-17,12224114.0,5997460.0
31069,Bolivia,2022-06-18,12224114.0,5998918.0
31070,Bolivia,2022-06-19,12224114.0,5999073.0
31071,Bolivia,2022-06-20,12224114.0,6000525.0
31072,Bolivia,2022-06-21,12224114.0,6001912.0
31073,Bolivia,2022-06-22,12224114.0,6003856.0
31074,Bolivia,2022-06-23,12224114.0,6006799.0
31075,Bolivia,2022-06-24,12224114.0,6009873.0
31076,Bolivia,2022-06-25,12224114.0,6011391.0
31077,Bolivia,2022-06-26,12224114.0,6011605.0
31078,Bolivia,2022-06-27,12224114.0,6013173.0
31079,Bolivia,2022-06-28,12224114.0,6016031.0
31080,Bolivia,2022-06-29,12224114.0,6019464.0
31081,Bolivia,2022-06-30,12224114.0,6022786.0
31082,Bolivia,2022-07-01,12224114.0,6025269.0
31083,Bolivia,2022-07-02,12224114.0,6026496.0
31084,Bolivia,2022-07-03,12224114.0,6026633.0
31085,Bolivia,2022-07-04,12224114.0,6027713.0
31086,Bolivia,2022-07-05,12224114.0,6029102.0
31087,Bolivia,2022-07-06,12224114.0,6030428.0
31088,Bolivia,2022-07-07,12224114.0,6031821.0
31089,Bolivia,2022-07-08,12224114.0,6033334.0
31090,Bolivia,2022-07-09,12224114.0,6034023.0
31091,Bolivia,2022-07-10,12224114.0,6034210.0
31092,Bolivia,2022-07-11,12224114.0,6035681.0
31093,Bolivia,2022-07-12,12224114.0,6037211.0
31094,Bolivia,2022-07-13,12224114.0,6038801.0
31095,Bolivia,2022-07-14,12224114.0,6040321.0
31096,Bolivia,2022-07-15,12224114.0,6042510.0
31097,Bolivia,2022-07-16,12224114.0,6043135.0
31098,Bolivia,2022-07-17,12224114.0,6043266.0
31099,Bolivia,2022-07-18,12224114.0,6044478.0
31100,Bolivia,2022-07-19,12224114.0,6046809.0
31101,Bolivia,2022-07-20,12224114.0,6049560.0
31102,Bolivia,2022-07-21,12224114.0,6052731.0
31103,Bolivia,2022-07-22,12224114.0,6055874.0
31104,Bolivia,2022-07-23,12224114.0,6057026.0
31105,Bolivia,2022-07-24,12224114.0,6057284.0
31106,Bolivia,2022-07-25,12224114.0,6058625.0
31107,Bolivia,2022-07-26,12224114.0,6061054.0
31108,Bolivia,2022-07-27,12224114.0,6063815.0
31109,Bolivia,2022-07-28,12224114.0,6067192.0
31110,Bolivia,2022-07-29,12224114.0,6071467.0
31111,Bolivia,2022-07-30,12224114.0,6073734.0
31112,Bolivia,2022-07-31,12224114.0,6074227.0
31113,Bolivia,2022-08-01,12224114.0,6076351.0
31114,Bolivia,2022-08-02,12224114.0,6078753.0
31115,Bolivia,2022-08-03,12224114.0,6080564.0
31116,Bolivia,2022-08-04,12224114.0,6083021.0
31117,Bolivia,2022-08-05,12224114.0,6085378.0
31118,Bolivia,2022-08-06,12224114.0,6085951.0
31119,Bolivia,2022-08-07,12224114.0,6086189.0
31120,Bolivia,2022-08-08,12224114.0,6087145.0
31121,Bolivia,2022-08-09,12224114.0,6088884.0
31122,Bolivia,2022-08-10,12224114.0,6091464.0
31123,Bolivia,2022-08-11,12224114.0,6094021.0
31124,Bolivia,2022-08-12,12224114.0,6098131.0
31125,Bolivia,2022-08-13,12224114.0,6098927.0
31126,Bolivia,2022-08-14,12224114.0,6099109.0
31127,Bolivia,2022-08-15,12224114.0,6100502.0
31128,Bolivia,2022-08-16,12224114.0,6102417.0
31129,Bolivia,2022-08-17,12224114.0,6104701.0
31130,Bolivia,2022-08-18,12224114.0,6106999.0
31131,Bolivia,2022-08-19,12224114.0,6109323.0
31132,Bolivia,2022-08-20,12224114.0,6110600.0
31133,Bolivia,2022-08-21,12224114.0,6110768.0
31134,Bolivia,2022-08-22,12224114.0,6112082.0
31135,Bolivia,2022-08-23,12224114.0,6114253.0
31136,Bolivia,2022-08-24,12224114.0,6116483.0
31137,Bolivia,2022-08-25,12224114.0,6118618.0
31138,Bolivia,2022-08-26,12224114.0,6120883.0
31139,Bolivia,2022-08-27,12224114.0,6121526.0
31140,Bolivia,2022-08-28,12224114.0,6122169.0
31141,Bolivia,2022-08-29,12224114.0,6123332.0
31142,Bolivia,2022-08-30,12224114.0,6124977.0
31143,Bolivia,2022-08-31,12224114.0,6126638.0
31144,Bolivia,2022-09-01,12224114.0,6128188.0
31145,Bolivia,2022-09-02,12224114.0,6129559.0
31146,Bolivia,2022-09-03,12224114.0,6130345.0
31147,Bolivia,2022-09-04,12224114.0,6130442.0
31148,Bolivia,2022-09-05,12224114.0,6131219.0
31149,Bolivia,2022-09-06,12224114.0,6132436.0
31150,Bolivia,2022-09-07,12224114.0,6133751.0
31151,Bolivia,2022-09-08,12224114.0,6135096.0
31152,Bolivia,2022-09-09,12224114.0,6136451.0
31153,Bolivia,2022-09-10,12224114.0,6137104.0
31154,Bolivia,2022-09-11,12224114.0,6137232.0
31155,Bolivia,2022-09-12,12224114.0,6137957.0
31156,Bolivia,2022-09-13,12224114.0,6139073.0
31157,Bolivia,2022-09-14,12224114.0,6139999.0
31158,Bolivia,2022-09-15,12224114.0,6141057.0
31159,Bolivia,2022-09-16,12224114.0,6142395.0
31160,Bolivia,2022-09-17,12224114.0,6142752.0
31161,Bolivia,2022-09-18,12224114.0,6143110.0
31162,Bolivia,2022-09-19,12224114.0,6143865.0
31163,Bolivia,2022-09-20,12224114.0,6144961.0
31164,Bolivia,2022-09-21,12224114.0,6145935.0
31165,Bolivia,2022-09-22,12224114.0,6146859.0
31166,Bolivia,2022-09-23,12224114.0,6148250.0
31167,Bolivia,2022-09-24,12224114.0,6148933.0
31168,Bolivia,2022-09-25,12224114.0,6149088.0
31169,Bolivia,2022-09-26,12224114.0,6149884.0
31170,Bolivia,2022-09-27,12224114.0,6151258.0
31171,Bolivia,2022-09-28,12224114.0,6152805.0
31172,Bolivia,2022-09-29,12224114.0,6154554.0
31173,Bolivia,2022-09-30,12224114.0,6156409.0
31174,Bolivia,2022-10-01,12224114.0,6157434.0
31175,Bolivia,2022-10-02,12224114.0,6157479.0
31176,Bolivia,2022-10-03,12224114.0,6157804.0
31177,Bolivia,2022-10-04,12224114.0,6158463.0
31178,Bolivia,2022-10-05,12224114.0,6159144.0
31179,Bolivia,2022-10-06,12224114.0,6159825.0
31180,Bolivia,2022-10-07,12224114.0,6160585.0
31794,Bonaire Sint Eustatius and Saba,2021-04-09,27052.0,1665.0
31939,Bonaire Sint Eustatius and Saba,2021-09-01,27052.0,16736.0
32959,Bosnia and Herzegovina,2021-04-14,3233530.0,10000.0
32969,Bosnia and Herzegovina,2021-04-24,3233530.0,12000.0
32976,Bosnia and Herzegovina,2021-05-01,3233530.0,24552.0
32994,Bosnia and Herzegovina,2021-05-19,3233530.0,35464.0
33000,Bosnia and Herzegovina,2021-05-25,3233530.0,44813.0
33016,Bosnia and Herzegovina,2021-06-10,3233530.0,65354.0
33030,Bosnia and Herzegovina,2021-06-24,3233530.0,136776.0
33031,Bosnia and Herzegovina,2021-06-25,3233530.0,155471.0
33041,Bosnia and Herzegovina,2021-07-05,3233530.0,163789.0
33057,Bosnia and Herzegovina,2021-07-21,3233530.0,235393.0
33071,Bosnia and Herzegovina,2021-08-04,3233530.0,286057.0
33077,Bosnia and Herzegovina,2021-08-10,3233530.0,298609.0
33078,Bosnia and Herzegovina,2021-08-11,3233530.0,327698.0
33085,Bosnia and Herzegovina,2021-08-18,3233530.0,360928.0
33105,Bosnia and Herzegovina,2021-09-07,3233530.0,426082.0
33127,Bosnia and Herzegovina,2021-09-29,3233530.0,508008.0
33159,Bosnia and Herzegovina,2021-10-31,3233530.0,682065.0
33163,Bosnia and Herzegovina,2021-11-04,3233530.0,720631.0
33245,Bosnia and Herzegovina,2022-01-25,3233530.0,842954.0
33249,Bosnia and Herzegovina,2022-01-29,3233530.0,846080.0
34180,Botswana,2021-06-14,2630300.0,23018.0
34184,Botswana,2021-06-18,2630300.0,48510.0
34187,Botswana,2021-06-21,2630300.0,66085.0
34191,Botswana,2021-06-25,2630300.0,84280.0
34194,Botswana,2021-06-28,2630300.0,91482.0
34198,Botswana,2021-07-02,2630300.0,100125.0
34201,Botswana,2021-07-05,2630300.0,106337.0
34205,Botswana,2021-07-09,2630300.0,108589.0
34206,Botswana,2021-07-10,2630300.0,111164.0
34212,Botswana,2021-07-16,2630300.0,116147.0
34215,Botswana,2021-07-19,2630300.0,118053.0
34219,Botswana,2021-07-23,2630300.0,121518.0
34222,Botswana,2021-07-26,2630300.0,124425.0
34226,Botswana,2021-07-30,2630300.0,127362.0
34229,Botswana,2021-08-02,2630300.0,128738.0
34233,Botswana,2021-08-06,2630300.0,132466.0
34237,Botswana,2021-08-10,2630300.0,146299.0
34240,Botswana,2021-08-13,2630300.0,161522.0
34252,Botswana,2021-08-25,2630300.0,181922.0
34259,Botswana,2021-09-01,2630300.0,207695.0
34267,Botswana,2021-09-09,2630300.0,218418.0
34273,Botswana,2021-09-15,2630300.0,221940.0
34280,Botswana,2021-09-22,2630300.0,226606.0
34288,Botswana,2021-09-30,2630300.0,234777.0
34295,Botswana,2021-10-07,2630300.0,245559.0
34302,Botswana,2021-10-14,2630300.0,258260.0
34309,Botswana,2021-10-21,2630300.0,263852.0
34316,Botswana,2021-10-28,2630300.0,267573.0
34323,Botswana,2021-11-04,2630300.0,306300.0
34329,Botswana,2021-11-10,2630300.0,357216.0
34380,Botswana,2021-12-31,2630300.0,1033971.0
34397,Botswana,2022-01-17,2630300.0,1079089.0
34420,Botswana,2022-02-09,2630300.0,1124733.0
34431,Botswana,2022-02-20,2630300.0,1129165.0
34436,Botswana,2022-02-25,2630300.0,1162835.0
34445,Botswana,2022-03-06,2630300.0,1228164.0
34452,Botswana,2022-03-13,2630300.0,1263041.0
34460,Botswana,2022-03-21,2630300.0,1292541.0
34501,Botswana,2022-05-01,2630300.0,1333463.0
34508,Botswana,2022-05-08,2630300.0,1339651.0
34522,Botswana,2022-05-22,2630300.0,1348663.0
34627,Botswana,2022-09-04,2630300.0,1373738.0
34634,Botswana,2022-09-11,2630300.0,1375332.0
34655,Botswana,2022-10-02,2630300.0,1378230.0
34697,Botswana,2022-11-13,2630300.0,1412496.0
34704,Botswana,2022-11-20,2630300.0,1412496.0
34711,Botswana,2022-11-27,2630300.0,1424020.0
34718,Botswana,2022-12-04,2630300.0,1424985.0
34732,Botswana,2022-12-18,2630300.0,1426050.0
34746,Botswana,2023-01-01,2630300.0,1427883.0
34781,Botswana,2023-02-05,2630300.0,1439323.0
34795,Botswana,2023-02-19,2630300.0,1627766.0
35211,Brazil,2021-02-05,215313504.0,1962.0
35212,Brazil,2021-02-06,215313504.0,19677.0
35213,Brazil,2021-02-07,215313504.0,25688.0
35214,Brazil,2021-02-08,215313504.0,33616.0
35215,Brazil,2021-02-09,215313504.0,50655.0
35216,Brazil,2021-02-10,215313504.0,80760.0
35217,Brazil,2021-02-11,215313504.0,109866.0
35218,Brazil,2021-02-12,215313504.0,178468.0
35219,Brazil,2021-02-13,215313504.0,194230.0
35220,Brazil,2021-02-14,215313504.0,217869.0
35221,Brazil,2021-02-15,215313504.0,285620.0
35222,Brazil,2021-02-16,215313504.0,557532.0
35223,Brazil,2021-02-17,215313504.0,723755.0
35224,Brazil,2021-02-18,215313504.0,894673.0
35225,Brazil,2021-02-19,215313504.0,1056807.0
35226,Brazil,2021-02-20,215313504.0,1132894.0
35227,Brazil,2021-02-21,215313504.0,1171276.0
35228,Brazil,2021-02-22,215313504.0,1294188.0
35229,Brazil,2021-02-23,215313504.0,1435594.0
35230,Brazil,2021-02-24,215313504.0,1596945.0
35231,Brazil,2021-02-25,215313504.0,1755018.0
35232,Brazil,2021-02-26,215313504.0,1884206.0
35233,Brazil,2021-02-27,215313504.0,1914940.0
35234,Brazil,2021-02-28,215313504.0,1923197.0
35235,Brazil,2021-03-01,215313504.0,2034734.0
35236,Brazil,2021-03-02,215313504.0,2163103.0
35237,Brazil,2021-03-03,215313504.0,2321824.0
35238,Brazil,2021-03-04,215313504.0,2468014.0
35239,Brazil,2021-03-05,215313504.0,2617603.0
35240,Brazil,2021-03-06,215313504.0,2688684.0
35241,Brazil,2021-03-07,215313504.0,2720738.0
35242,Brazil,2021-03-08,215313504.0,2852528.0
35243,Brazil,2021-03-09,215313504.0,2991584.0
35244,Brazil,2021-03-10,215313504.0,3167810.0
35245,Brazil,2021-03-11,215313504.0,3314668.0
35246,Brazil,2021-03-12,215313504.0,3470065.0
35247,Brazil,2021-03-13,215313504.0,3553762.0
35248,Brazil,2021-03-14,215313504.0,3568455.0
35249,Brazil,2021-03-15,215313504.0,3675786.0
35250,Brazil,2021-03-16,215313504.0,3796406.0
35251,Brazil,2021-03-17,215313504.0,3923217.0
35252,Brazil,2021-03-18,215313504.0,4031855.0
35253,Brazil,2021-03-19,215313504.0,4113848.0
35254,Brazil,2021-03-20,215313504.0,4143856.0
35255,Brazil,2021-03-21,215313504.0,4161881.0
35256,Brazil,2021-03-22,215313504.0,4252255.0
35257,Brazil,2021-03-23,215313504.0,4339819.0
35258,Brazil,2021-03-24,215313504.0,4450408.0
35259,Brazil,2021-03-25,215313504.0,4552411.0
35260,Brazil,2021-03-26,215313504.0,4648917.0
35261,Brazil,2021-03-27,215313504.0,4679944.0
35262,Brazil,2021-03-28,215313504.0,4702964.0
35263,Brazil,2021-03-29,215313504.0,4825484.0
35264,Brazil,2021-03-30,215313504.0,4955061.0
35265,Brazil,2021-03-31,215313504.0,5093555.0
35266,Brazil,2021-04-01,215313504.0,5241777.0
35267,Brazil,2021-04-02,215313504.0,5280371.0
35268,Brazil,2021-04-03,215313504.0,5353128.0
35269,Brazil,2021-04-04,215313504.0,5400335.0
35270,Brazil,2021-04-05,215313504.0,5602236.0
35271,Brazil,2021-04-06,215313504.0,5885883.0
35272,Brazil,2021-04-07,215313504.0,6105595.0
35273,Brazil,2021-04-08,215313504.0,6407236.0
35274,Brazil,2021-04-09,215313504.0,6851273.0
35275,Brazil,2021-04-10,215313504.0,6987492.0
35276,Brazil,2021-04-11,215313504.0,7056000.0
35277,Brazil,2021-04-12,215313504.0,7405905.0
35278,Brazil,2021-04-13,215313504.0,7744067.0
35279,Brazil,2021-04-14,215313504.0,8152008.0
35280,Brazil,2021-04-15,215313504.0,8572131.0
35281,Brazil,2021-04-16,215313504.0,9183144.0
35282,Brazil,2021-04-17,215313504.0,9518727.0
35283,Brazil,2021-04-18,215313504.0,9606862.0
35284,Brazil,2021-04-19,215313504.0,10203252.0
35285,Brazil,2021-04-20,215313504.0,10725632.0
35286,Brazil,2021-04-21,215313504.0,10949701.0
35287,Brazil,2021-04-22,215313504.0,11404050.0
35288,Brazil,2021-04-23,215313504.0,12289199.0
35289,Brazil,2021-04-24,215313504.0,12513937.0
35290,Brazil,2021-04-25,215313504.0,12585256.0
35291,Brazil,2021-04-26,215313504.0,13185252.0
35292,Brazil,2021-04-27,215313504.0,14011587.0
35293,Brazil,2021-04-28,215313504.0,14631130.0
35294,Brazil,2021-04-29,215313504.0,15182494.0
35295,Brazil,2021-04-30,215313504.0,15702358.0
35296,Brazil,2021-05-01,215313504.0,15832646.0
35297,Brazil,2021-05-02,215313504.0,15871209.0
35298,Brazil,2021-05-03,215313504.0,16298014.0
35299,Brazil,2021-05-04,215313504.0,16729966.0
35300,Brazil,2021-05-05,215313504.0,17085829.0
35301,Brazil,2021-05-06,215313504.0,17353395.0
35302,Brazil,2021-05-07,215313504.0,17639265.0
35303,Brazil,2021-05-08,215313504.0,17719071.0
35304,Brazil,2021-05-09,215313504.0,17746066.0
35305,Brazil,2021-05-10,215313504.0,18082643.0
35306,Brazil,2021-05-11,215313504.0,18389432.0
35307,Brazil,2021-05-12,215313504.0,18673182.0
35308,Brazil,2021-05-13,215313504.0,18815471.0
35309,Brazil,2021-05-14,215313504.0,18993135.0
35310,Brazil,2021-05-15,215313504.0,19098015.0
35311,Brazil,2021-05-16,215313504.0,19182566.0
35312,Brazil,2021-05-17,215313504.0,19430356.0
35313,Brazil,2021-05-18,215313504.0,19711703.0
35314,Brazil,2021-05-19,215313504.0,19927702.0
35315,Brazil,2021-05-20,215313504.0,20207698.0
35316,Brazil,2021-05-21,215313504.0,20463645.0
35317,Brazil,2021-05-22,215313504.0,20577673.0
35318,Brazil,2021-05-23,215313504.0,20804283.0
35319,Brazil,2021-05-24,215313504.0,21090745.0
35320,Brazil,2021-05-25,215313504.0,21392652.0
35321,Brazil,2021-05-26,215313504.0,21623270.0
35322,Brazil,2021-05-27,215313504.0,21832745.0
35323,Brazil,2021-05-28,215313504.0,22074895.0
35324,Brazil,2021-05-29,215313504.0,22157278.0
35325,Brazil,2021-05-30,215313504.0,22189773.0
35326,Brazil,2021-05-31,215313504.0,22337479.0
35327,Brazil,2021-06-01,215313504.0,22545269.0
35328,Brazil,2021-06-02,215313504.0,22833342.0
35329,Brazil,2021-06-03,215313504.0,22924029.0
35330,Brazil,2021-06-04,215313504.0,22997889.0
35331,Brazil,2021-06-05,215313504.0,23095537.0
35332,Brazil,2021-06-06,215313504.0,23126008.0
35333,Brazil,2021-06-07,215313504.0,23232975.0
35334,Brazil,2021-06-08,215313504.0,23417559.0
35335,Brazil,2021-06-09,215313504.0,23549606.0
35336,Brazil,2021-06-10,215313504.0,23665477.0
35337,Brazil,2021-06-11,215313504.0,23786177.0
35338,Brazil,2021-06-12,215313504.0,23825900.0
35339,Brazil,2021-06-13,215313504.0,23848938.0
35340,Brazil,2021-06-14,215313504.0,23919957.0
35341,Brazil,2021-06-15,215313504.0,24030303.0
35342,Brazil,2021-06-16,215313504.0,24113002.0
35343,Brazil,2021-06-17,215313504.0,24253802.0
35344,Brazil,2021-06-18,215313504.0,24374612.0
35345,Brazil,2021-06-19,215313504.0,24449265.0
35346,Brazil,2021-06-20,215313504.0,24470884.0
35347,Brazil,2021-06-21,215313504.0,24591511.0
35348,Brazil,2021-06-22,215313504.0,24731667.0
35349,Brazil,2021-06-23,215313504.0,24891336.0
35350,Brazil,2021-06-24,215313504.0,25208658.0
35351,Brazil,2021-06-25,215313504.0,25404254.0
35352,Brazil,2021-06-26,215313504.0,25520772.0
35353,Brazil,2021-06-27,215313504.0,25568632.0
35354,Brazil,2021-06-28,215313504.0,25866869.0
35355,Brazil,2021-06-29,215313504.0,26348752.0
35356,Brazil,2021-06-30,215313504.0,26642477.0
35357,Brazil,2021-07-01,215313504.0,26949200.0
35358,Brazil,2021-07-02,215313504.0,27259467.0
35359,Brazil,2021-07-03,215313504.0,27418130.0
35360,Brazil,2021-07-04,215313504.0,27489232.0
35361,Brazil,2021-07-05,215313504.0,27854683.0
35362,Brazil,2021-07-06,215313504.0,28317786.0
35363,Brazil,2021-07-07,215313504.0,28929443.0
35364,Brazil,2021-07-08,215313504.0,29547039.0
35365,Brazil,2021-07-09,215313504.0,30044191.0
35366,Brazil,2021-07-10,215313504.0,30387607.0
35367,Brazil,2021-07-11,215313504.0,30545014.0
35368,Brazil,2021-07-12,215313504.0,31003288.0
35369,Brazil,2021-07-13,215313504.0,31569503.0
35370,Brazil,2021-07-14,215313504.0,32219034.0
35371,Brazil,2021-07-15,215313504.0,32832460.0
35372,Brazil,2021-07-16,215313504.0,33467323.0
35373,Brazil,2021-07-17,215313504.0,33818142.0
35374,Brazil,2021-07-18,215313504.0,33891244.0
35375,Brazil,2021-07-19,215313504.0,34383717.0
35376,Brazil,2021-07-20,215313504.0,35053766.0
35377,Brazil,2021-07-21,215313504.0,35808080.0
35378,Brazil,2021-07-22,215313504.0,36676823.0
35379,Brazil,2021-07-23,215313504.0,37161762.0
35380,Brazil,2021-07-24,215313504.0,37463852.0
35381,Brazil,2021-07-25,215313504.0,37583404.0
35382,Brazil,2021-07-26,215313504.0,38110566.0
35383,Brazil,2021-07-27,215313504.0,38761406.0
35384,Brazil,2021-07-28,215313504.0,39603390.0
35385,Brazil,2021-07-29,215313504.0,40360686.0
35386,Brazil,2021-07-30,215313504.0,41116889.0
35387,Brazil,2021-07-31,215313504.0,41507968.0
35388,Brazil,2021-08-01,215313504.0,41599313.0
35389,Brazil,2021-08-02,215313504.0,42147735.0
35390,Brazil,2021-08-03,215313504.0,42823483.0
35391,Brazil,2021-08-04,215313504.0,43769705.0
35392,Brazil,2021-08-05,215313504.0,44414256.0
35393,Brazil,2021-08-06,215313504.0,45086810.0
35394,Brazil,2021-08-07,215313504.0,45397341.0
35395,Brazil,2021-08-08,215313504.0,45542992.0
35396,Brazil,2021-08-09,215313504.0,46160465.0
35397,Brazil,2021-08-10,215313504.0,46980025.0
35398,Brazil,2021-08-11,215313504.0,47644783.0
35399,Brazil,2021-08-12,215313504.0,48383179.0
35400,Brazil,2021-08-13,215313504.0,49164242.0
35401,Brazil,2021-08-14,215313504.0,49606493.0
35402,Brazil,2021-08-15,215313504.0,49705914.0
35403,Brazil,2021-08-16,215313504.0,50600926.0
35404,Brazil,2021-08-17,215313504.0,51771235.0
35405,Brazil,2021-08-18,215313504.0,52629848.0
35406,Brazil,2021-08-19,215313504.0,53680684.0
35407,Brazil,2021-08-20,215313504.0,54578690.0
35408,Brazil,2021-08-21,215313504.0,55013076.0
35409,Brazil,2021-08-22,215313504.0,55170955.0
35410,Brazil,2021-08-23,215313504.0,55999780.0
35411,Brazil,2021-08-24,215313504.0,57002150.0
35412,Brazil,2021-08-25,215313504.0,57838947.0
35413,Brazil,2021-08-26,215313504.0,58811744.0
35414,Brazil,2021-08-27,215313504.0,59746726.0
35415,Brazil,2021-08-28,215313504.0,60412846.0
35416,Brazil,2021-08-29,215313504.0,60672443.0
35417,Brazil,2021-08-30,215313504.0,61384034.0
35418,Brazil,2021-08-31,215313504.0,62698760.0
35419,Brazil,2021-09-01,215313504.0,63754375.0
35420,Brazil,2021-09-02,215313504.0,64905651.0
35421,Brazil,2021-09-03,215313504.0,66093601.0
35422,Brazil,2021-09-04,215313504.0,66758831.0
35423,Brazil,2021-09-05,215313504.0,66984704.0
35424,Brazil,2021-09-06,215313504.0,67702291.0
35425,Brazil,2021-09-07,215313504.0,68020838.0
35426,Brazil,2021-09-08,215313504.0,69133319.0
35427,Brazil,2021-09-09,215313504.0,70594540.0
35428,Brazil,2021-09-10,215313504.0,72173074.0
35429,Brazil,2021-09-11,215313504.0,73050585.0
35430,Brazil,2021-09-12,215313504.0,73355123.0
35431,Brazil,2021-09-13,215313504.0,74381040.0
35432,Brazil,2021-09-14,215313504.0,75814267.0
35433,Brazil,2021-09-15,215313504.0,76990802.0
35434,Brazil,2021-09-16,215313504.0,77988754.0
35435,Brazil,2021-09-17,215313504.0,79542916.0
35436,Brazil,2021-09-18,215313504.0,80250454.0
35437,Brazil,2021-09-19,215313504.0,80492254.0
35438,Brazil,2021-09-20,215313504.0,81250428.0
35439,Brazil,2021-09-21,215313504.0,82467468.0
35440,Brazil,2021-09-22,215313504.0,83644344.0
35441,Brazil,2021-09-23,215313504.0,84869772.0
35442,Brazil,2021-09-24,215313504.0,86119839.0
35443,Brazil,2021-09-25,215313504.0,86796636.0
35444,Brazil,2021-09-26,215313504.0,87122476.0
35445,Brazil,2021-09-27,215313504.0,87828174.0
35446,Brazil,2021-09-28,215313504.0,89101310.0
35447,Brazil,2021-09-29,215313504.0,90253376.0
35448,Brazil,2021-09-30,215313504.0,91430204.0
35449,Brazil,2021-10-01,215313504.0,92759486.0
35450,Brazil,2021-10-02,215313504.0,93442685.0
35451,Brazil,2021-10-03,215313504.0,93674362.0
35452,Brazil,2021-10-04,215313504.0,94337578.0
35453,Brazil,2021-10-05,215313504.0,95257454.0
35454,Brazil,2021-10-06,215313504.0,96345260.0
35455,Brazil,2021-10-07,215313504.0,97382944.0
35456,Brazil,2021-10-08,215313504.0,98464451.0
35457,Brazil,2021-10-09,215313504.0,99070817.0
35458,Brazil,2021-10-10,215313504.0,99520881.0
35459,Brazil,2021-10-11,215313504.0,100085018.0
35460,Brazil,2021-10-12,215313504.0,100324302.0
35461,Brazil,2021-10-13,215313504.0,100864092.0
35462,Brazil,2021-10-14,215313504.0,102264366.0
35463,Brazil,2021-10-15,215313504.0,103527053.0
35464,Brazil,2021-10-16,215313504.0,104314315.0
35465,Brazil,2021-10-17,215313504.0,104630777.0
35466,Brazil,2021-10-18,215313504.0,105223364.0
35467,Brazil,2021-10-19,215313504.0,106356335.0
35468,Brazil,2021-10-20,215313504.0,107582227.0
35469,Brazil,2021-10-21,215313504.0,108197260.0
35470,Brazil,2021-10-22,215313504.0,108994434.0
35471,Brazil,2021-10-23,215313504.0,109422127.0
35472,Brazil,2021-10-24,215313504.0,109945760.0
35473,Brazil,2021-10-25,215313504.0,111550520.0
35474,Brazil,2021-10-26,215313504.0,112584033.0
35475,Brazil,2021-10-27,215313504.0,113647161.0
35476,Brazil,2021-10-28,215313504.0,114610870.0
35477,Brazil,2021-10-29,215313504.0,115562494.0
35478,Brazil,2021-10-30,215313504.0,115897379.0
35479,Brazil,2021-10-31,215313504.0,116117550.0
35480,Brazil,2021-11-01,215313504.0,116288959.0
35481,Brazil,2021-11-02,215313504.0,116399784.0
35482,Brazil,2021-11-03,215313504.0,117020085.0
35483,Brazil,2021-11-04,215313504.0,117929773.0
35484,Brazil,2021-11-05,215313504.0,119243098.0
35485,Brazil,2021-11-06,215313504.0,119655284.0
35486,Brazil,2021-11-07,215313504.0,119901571.0
35487,Brazil,2021-11-08,215313504.0,120880423.0
35488,Brazil,2021-11-09,215313504.0,121738604.0
35489,Brazil,2021-11-10,215313504.0,122635903.0
35490,Brazil,2021-11-11,215313504.0,123598784.0
35491,Brazil,2021-11-12,215313504.0,124416550.0
35492,Brazil,2021-11-13,215313504.0,124872035.0
35493,Brazil,2021-11-14,215313504.0,125123667.0
35494,Brazil,2021-11-15,215313504.0,125467475.0
35495,Brazil,2021-11-16,215313504.0,125915845.0
35496,Brazil,2021-11-17,215313504.0,126961439.0
35497,Brazil,2021-11-18,215313504.0,127639599.0
35498,Brazil,2021-11-19,215313504.0,128377050.0
35499,Brazil,2021-11-20,215313504.0,128851409.0
35500,Brazil,2021-11-21,215313504.0,129200205.0
35501,Brazil,2021-11-22,215313504.0,129832016.0
35502,Brazil,2021-11-23,215313504.0,130530871.0
