,location,date,population,total_cases,total_deaths
494,Afghanistan,2021-05-11,41128772.0,62403.0,2710.0
503,Afghanistan,2021-05-20,41128772.0,64575.0,2772.0
507,Afghanistan,2021-05-24,41128772.0,66275.0,2812.0
509,Afghanistan,2021-05-26,41128772.0,67743.0,2855.0
510,Afghanistan,2021-05-27,41128772.0,68366.0,2869.0
513,Afghanistan,2021-05-30,41128772.0,70761.0,2919.0
516,Afghanistan,2021-06-02,41128772.0,74026.0,3007.0
517,Afghanistan,2021-06-03,41128772.0,75119.0,3034.0
522,Afghanistan,2021-06-08,41128772.0,82326.0,3251.0
528,Afghanistan,2021-06-14,41128772.0,91458.0,3612.0
536,Afghanistan,2021-06-22,41128772.0,105749.0,4293.0
541,Afghanistan,2021-06-27,41128772.0,114220.0,4650.0
544,Afghanistan,2021-06-30,41128772.0,118659.0,4871.0
549,Afghanistan,2021-07-05,41128772.0,125937.0,5283.0
551,Afghanistan,2021-07-07,41128772.0,129021.0,5415.0
555,Afghanistan,2021-07-11,41128772.0,133578.0,5724.0
595,Afghanistan,2021-08-20,41128772.0,152448.0,7054.0
681,Afghanistan,2021-11-14,41128772.0,156512.0,7292.0
724,Afghanistan,2021-12-27,41128772.0,157951.0,7354.0
737,Afghanistan,2022-01-09,41128772.0,158345.0,7369.0
739,Afghanistan,2022-01-11,41128772.0,158394.0,7373.0
741,Afghanistan,2022-01-13,41128772.0,158511.0,7376.0
745,Afghanistan,2022-01-17,41128772.0,158737.0,7379.0
747,Afghanistan,2022-01-19,41128772.0,158974.0,7383.0
752,Afghanistan,2022-01-24,41128772.0,159682.0,7393.0
754,Afghanistan,2022-01-26,41128772.0,160252.0,7397.0
755,Afghanistan,2022-01-27,41128772.0,160708.0,7401.0
759,Afghanistan,2022-01-31,41128772.0,162140.0,7409.0
761,Afghanistan,2022-02-02,41128772.0,163720.0,7417.0
766,Afghanistan,2022-02-07,41128772.0,166191.0,7432.0
773,Afghanistan,2022-02-14,41128772.0,170604.0,7494.0
779,Afghanistan,2022-02-20,41128772.0,171930.0,7534.0
786,Afghanistan,2022-02-27,41128772.0,173180.0,7588.0
793,Afghanistan,2022-03-06,41128772.0,174347.0,7622.0
804,Afghanistan,2022-03-17,41128772.0,176743.0,7651.0
809,Afghanistan,2022-03-22,41128772.0,177191.0,7654.0
822,Afghanistan,2022-04-04,41128772.0,177827.0,7671.0
832,Afghanistan,2022-04-14,41128772.0,178332.0,7676.0
836,Afghanistan,2022-04-18,41128772.0,178418.0,7678.0
844,Afghanistan,2022-04-26,41128772.0,178745.0,7683.0
845,Afghanistan,2022-04-27,41128772.0,178769.0,7683.0
853,Afghanistan,2022-05-05,41128772.0,178905.0,7684.0
856,Afghanistan,2022-05-08,41128772.0,178923.0,7684.0
858,Afghanistan,2022-05-10,41128772.0,179010.0,7685.0
863,Afghanistan,2022-05-15,41128772.0,179243.0,7690.0
871,Afghanistan,2022-05-23,41128772.0,179716.0,7698.0
880,Afghanistan,2022-06-01,41128772.0,180347.0,7705.0
894,Afghanistan,2022-06-15,41128772.0,181236.0,7710.0
900,Afghanistan,2022-06-21,41128772.0,181749.0,7714.0
909,Afghanistan,2022-06-30,41128772.0,182430.0,7722.0
919,Afghanistan,2022-07-10,41128772.0,183219.0,7727.0
926,Afghanistan,2022-07-17,41128772.0,183450.0,7730.0
928,Afghanistan,2022-07-19,41128772.0,183687.0,7733.0
936,Afghanistan,2022-07-27,41128772.0,185086.0,7742.0
947,Afghanistan,2022-08-07,41128772.0,187046.0,7752.0
955,Afghanistan,2022-08-15,41128772.0,189045.0,7758.0
962,Afghanistan,2022-08-22,41128772.0,190767.0,7764.0
971,Afghanistan,2022-08-31,41128772.0,193250.0,7777.0
975,Afghanistan,2022-09-04,41128772.0,193887.0,7780.0
982,Afghanistan,2022-09-11,41128772.0,195647.0,7787.0
983,Afghanistan,2022-09-12,41128772.0,196012.0,7787.0
990,Afghanistan,2022-09-19,41128772.0,197333.0,7796.0
997,Afghanistan,2022-09-26,41128772.0,198455.0,7797.0
999,Afghanistan,2022-09-28,41128772.0,198750.0,7798.0
1005,Afghanistan,2022-10-04,41128772.0,199591.0,7803.0
1012,Afghanistan,2022-10-11,41128772.0,200504.0,7807.0
1017,Afghanistan,2022-10-16,41128772.0,201096.0,7811.0
1025,Afghanistan,2022-10-24,41128772.0,202149.0,7818.0
1033,Afghanistan,2022-11-01,41128772.0,203063.0,7822.0
1034,Afghanistan,2022-11-02,41128772.0,203167.0,7823.0
1040,Afghanistan,2022-11-08,41128772.0,203890.0,7828.0
1047,Afghanistan,2022-11-15,41128772.0,204610.0,7829.0
1048,Afghanistan,2022-11-16,41128772.0,204719.0,7830.0
1059,Afghanistan,2022-11-27,41128772.0,205596.0,7833.0
1067,Afghanistan,2022-12-05,41128772.0,206236.0,7834.0
1084,Afghanistan,2022-12-22,41128772.0,207214.0,7845.0
1099,Afghanistan,2023-01-06,41128772.0,207762.0,7850.0
1109,Afghanistan,2023-01-16,41128772.0,207969.0,7855.0
1115,Afghanistan,2023-01-22,41128772.0,208097.0,7860.0
1122,Afghanistan,2023-01-29,41128772.0,208420.0,7866.0
1136,Afghanistan,2023-02-12,41128772.0,208856.0,7877.0
1138,Afghanistan,2023-02-14,41128772.0,209020.0,7877.0
1143,Afghanistan,2023-02-19,41128772.0,209086.0,7877.0
1147,Afghanistan,2023-02-23,41128772.0,209195.0,7878.0
1150,Afghanistan,2023-02-26,41128772.0,209251.0,7878.0
1152,Afghanistan,2023-02-28,41128772.0,209322.0,7879.0
1157,Afghanistan,2023-03-05,41128772.0,209369.0,7879.0
1557,Africa,2021-02-03,1426736614.0,3620602.0,92532.0
1558,Africa,2021-02-04,1426736614.0,3636489.0,93254.0
1559,Africa,2021-02-05,1426736614.0,3652910.0,93799.0
1560,Africa,2021-02-06,1426736614.0,3672174.0,94374.0
1561,Africa,2021-02-07,1426736614.0,3685424.0,94916.0
1562,Africa,2021-02-08,1426736614.0,3696886.0,95274.0
1563,Africa,2021-02-09,1426736614.0,3707084.0,95706.0
1564,Africa,2021-02-10,1426736614.0,3719363.0,96426.0
1565,Africa,2021-02-11,1426736614.0,3733444.0,96980.0
1566,Africa,2021-02-12,1426736614.0,3747448.0,97508.0
1567,Africa,2021-02-13,1426736614.0,3760875.0,98061.0
1568,Africa,2021-02-14,1426736614.0,3772306.0,98408.0
1569,Africa,2021-02-15,1426736614.0,3782984.0,98702.0
1570,Africa,2021-02-16,1426736614.0,3791755.0,99153.0
1571,Africa,2021-02-17,1426736614.0,3802331.0,99616.0
1572,Africa,2021-02-18,1426736614.0,3815134.0,100032.0
1573,Africa,2021-02-19,1426736614.0,3827245.0,100504.0
1574,Africa,2021-02-20,1426736614.0,3839937.0,100904.0
1575,Africa,2021-02-21,1426736614.0,3849600.0,101191.0
1576,Africa,2021-02-22,1426736614.0,3859056.0,101533.0
1577,Africa,2021-02-23,1426736614.0,3869749.0,101833.0
1578,Africa,2021-02-24,1426736614.0,3878877.0,102313.0
1579,Africa,2021-02-25,1426736614.0,3892232.0,102670.0
1580,Africa,2021-02-26,1426736614.0,3902654.0,103004.0
1581,Africa,2021-02-27,1426736614.0,3915328.0,103340.0
1582,Africa,2021-02-28,1426736614.0,3923668.0,103692.0
1583,Africa,2021-03-01,1426736614.0,3932024.0,103921.0
1584,Africa,2021-03-02,1426736614.0,3940888.0,104246.0
1585,Africa,2021-03-03,1426736614.0,3950262.0,104638.0
1586,Africa,2021-03-04,1426736614.0,3963726.0,104948.0
1587,Africa,2021-03-05,1426736614.0,3975206.0,105271.0
1588,Africa,2021-03-06,1426736614.0,3985773.0,105580.0
1589,Africa,2021-03-07,1426736614.0,3994493.0,105845.0
1590,Africa,2021-03-08,1426736614.0,4002754.0,106067.0
1591,Africa,2021-03-09,1426736614.0,4011254.0,106375.0
1592,Africa,2021-03-10,1426736614.0,4020221.0,106682.0
1593,Africa,2021-03-11,1426736614.0,4030995.0,106997.0
1594,Africa,2021-03-12,1426736614.0,4041334.0,107271.0
1595,Africa,2021-03-13,1426736614.0,4052825.0,107545.0
1596,Africa,2021-03-14,1426736614.0,4061398.0,107805.0
1597,Africa,2021-03-15,1426736614.0,4070175.0,108077.0
1598,Africa,2021-03-16,1426736614.0,4078899.0,108364.0
1599,Africa,2021-03-17,1426736614.0,4088789.0,108678.0
1600,Africa,2021-03-18,1426736614.0,4108677.0,109102.0
1601,Africa,2021-03-19,1426736614.0,4119750.0,109359.0
1602,Africa,2021-03-20,1426736614.0,4133516.0,109943.0
1603,Africa,2021-03-21,1426736614.0,4142619.0,110154.0
1604,Africa,2021-03-22,1426736614.0,4151510.0,110341.0
1605,Africa,2021-03-23,1426736614.0,4160054.0,110614.0
1606,Africa,2021-03-24,1426736614.0,4170107.0,110944.0
1607,Africa,2021-03-25,1426736614.0,4187031.0,111320.0
1608,Africa,2021-03-26,1426736614.0,4198521.0,111674.0
1609,Africa,2021-03-27,1426736614.0,4211522.0,111965.0
1610,Africa,2021-03-28,1426736614.0,4220717.0,112156.0
1611,Africa,2021-03-29,1426736614.0,4230328.0,112351.0
1612,Africa,2021-03-30,1426736614.0,4240013.0,112645.0
1613,Africa,2021-03-31,1426736614.0,4250912.0,112932.0
1614,Africa,2021-04-01,1426736614.0,4267288.0,113262.0
1615,Africa,2021-04-02,1426736614.0,4279188.0,113513.0
1616,Africa,2021-04-03,1426736614.0,4292836.0,113792.0
1617,Africa,2021-04-04,1426736614.0,4301523.0,113969.0
1618,Africa,2021-04-05,1426736614.0,4311065.0,114239.0
1619,Africa,2021-04-06,1426736614.0,4320771.0,114473.0
1620,Africa,2021-04-07,1426736614.0,4330797.0,114728.0
1621,Africa,2021-04-08,1426736614.0,4347302.0,115077.0
1622,Africa,2021-04-09,1426736614.0,4360038.0,115368.0
1623,Africa,2021-04-10,1426736614.0,4372731.0,115648.0
1624,Africa,2021-04-11,1426736614.0,4382708.0,115882.0
1625,Africa,2021-04-12,1426736614.0,4392328.0,116179.0
1626,Africa,2021-04-13,1426736614.0,4403581.0,116458.0
1627,Africa,2021-04-14,1426736614.0,4413462.0,116726.0
1628,Africa,2021-04-15,1426736614.0,4430848.0,117151.0
1629,Africa,2021-04-16,1426736614.0,4443184.0,117453.0
1630,Africa,2021-04-17,1426736614.0,4455840.0,117776.0
1631,Africa,2021-04-18,1426736614.0,4466490.0,118034.0
1632,Africa,2021-04-19,1426736614.0,4476097.0,118361.0
1633,Africa,2021-04-20,1426736614.0,4486077.0,118603.0
1634,Africa,2021-04-21,1426736614.0,4497147.0,119008.0
1635,Africa,2021-04-22,1426736614.0,4513944.0,119401.0
1636,Africa,2021-04-23,1426736614.0,4524976.0,119687.0
1637,Africa,2021-04-24,1426736614.0,4538984.0,120038.0
1638,Africa,2021-04-25,1426736614.0,4549262.0,120275.0
1639,Africa,2021-04-26,1426736614.0,4557923.0,120581.0
1640,Africa,2021-04-27,1426736614.0,4566418.0,120872.0
1641,Africa,2021-04-28,1426736614.0,4575474.0,121234.0
1642,Africa,2021-04-29,1426736614.0,4589125.0,121645.0
1643,Africa,2021-04-30,1426736614.0,4598557.0,121922.0
1644,Africa,2021-05-01,1426736614.0,4609554.0,122195.0
1645,Africa,2021-05-02,1426736614.0,4617621.0,122491.0
1646,Africa,2021-05-03,1426736614.0,4623998.0,122728.0
1647,Africa,2021-05-04,1426736614.0,4630115.0,122984.0
1648,Africa,2021-05-05,1426736614.0,4638491.0,123324.0
1649,Africa,2021-05-06,1426736614.0,4647905.0,123711.0
1650,Africa,2021-05-07,1426736614.0,4657782.0,124024.0
1651,Africa,2021-05-08,1426736614.0,4668553.0,124342.0
1652,Africa,2021-05-09,1426736614.0,4676809.0,124612.0
1653,Africa,2021-05-10,1426736614.0,4684395.0,124830.0
1654,Africa,2021-05-11,1426736614.0,4690918.0,125100.0
1655,Africa,2021-05-12,1426736614.0,4699619.0,125432.0
1656,Africa,2021-05-13,1426736614.0,4710354.0,125812.0
1657,Africa,2021-05-14,1426736614.0,4719006.0,126040.0
1658,Africa,2021-05-15,1426736614.0,4727652.0,126301.0
1659,Africa,2021-05-16,1426736614.0,4734747.0,126558.0
1660,Africa,2021-05-17,1426736614.0,4741811.0,126771.0
1661,Africa,2021-05-18,1426736614.0,4749158.0,127032.0
1662,Africa,2021-05-19,1426736614.0,4758989.0,127313.0
1663,Africa,2021-05-20,1426736614.0,4770462.0,127840.0
1664,Africa,2021-05-21,1426736614.0,4780897.0,128082.0
1665,Africa,2021-05-22,1426736614.0,4790726.0,128427.0
1666,Africa,2021-05-23,1426736614.0,4800849.0,128625.0
1667,Africa,2021-05-24,1426736614.0,4809336.0,128850.0
1668,Africa,2021-05-25,1426736614.0,4817594.0,129105.0
1669,Africa,2021-05-26,1426736614.0,4826175.0,129332.0
1670,Africa,2021-05-27,1426736614.0,4839128.0,129682.0
1671,Africa,2021-05-28,1426736614.0,4850469.0,129959.0
1672,Africa,2021-05-29,1426736614.0,4863167.0,130281.0
1673,Africa,2021-05-30,1426736614.0,4875674.0,130530.0
1674,Africa,2021-05-31,1426736614.0,4885212.0,130777.0
1675,Africa,2021-06-01,1426736614.0,4894839.0,131055.0
1676,Africa,2021-06-02,1426736614.0,4907297.0,131379.0
1677,Africa,2021-06-03,1426736614.0,4922459.0,131723.0
1678,Africa,2021-06-04,1426736614.0,4935069.0,131997.0
1679,Africa,2021-06-05,1426736614.0,4950304.0,132274.0
1680,Africa,2021-06-06,1426736614.0,4965636.0,132548.0
1681,Africa,2021-06-07,1426736614.0,4977355.0,132752.0
1682,Africa,2021-06-08,1426736614.0,4988246.0,133064.0
1683,Africa,2021-06-09,1426736614.0,5002225.0,133438.0
1684,Africa,2021-06-10,1426736614.0,5022125.0,133813.0
1685,Africa,2021-06-11,1426736614.0,5043173.0,134121.0
1686,Africa,2021-06-12,1426736614.0,5064875.0,134540.0
1687,Africa,2021-06-13,1426736614.0,5084294.0,134791.0
1688,Africa,2021-06-14,1426736614.0,5101287.0,135118.0
1689,Africa,2021-06-15,1426736614.0,5117491.0,135545.0
1690,Africa,2021-06-16,1426736614.0,5139574.0,135989.0
1691,Africa,2021-06-17,1426736614.0,5165357.0,136361.0
1692,Africa,2021-06-18,1426736614.0,5191227.0,136831.0
1693,Africa,2021-06-19,1426736614.0,5217662.0,137349.0
1694,Africa,2021-06-20,1426736614.0,5242028.0,137750.0
1695,Africa,2021-06-21,1426736614.0,5264778.0,138115.0
1696,Africa,2021-06-22,1426736614.0,5285431.0,138563.0
1697,Africa,2021-06-23,1426736614.0,5311688.0,139242.0
1698,Africa,2021-06-24,1426736614.0,5346387.0,139753.0
1699,Africa,2021-06-25,1426736614.0,5379723.0,140254.0
1700,Africa,2021-06-26,1426736614.0,5413164.0,140853.0
1701,Africa,2021-06-27,1426736614.0,5446252.0,141346.0
1702,Africa,2021-06-28,1426736614.0,5474649.0,141766.0
1703,Africa,2021-06-29,1426736614.0,5499457.0,142307.0
1704,Africa,2021-06-30,1426736614.0,5529081.0,142857.0
1705,Africa,2021-07-01,1426736614.0,5567247.0,143613.0
1706,Africa,2021-07-02,1426736614.0,5608005.0,145132.0
1707,Africa,2021-07-03,1426736614.0,5653442.0,145839.0
1708,Africa,2021-07-04,1426736614.0,5697575.0,146338.0
1709,Africa,2021-07-05,1426736614.0,5728084.0,146982.0
1710,Africa,2021-07-06,1426736614.0,5756655.0,147710.0
1711,Africa,2021-07-07,1426736614.0,5790888.0,148567.0
1712,Africa,2021-07-08,1426736614.0,5838328.0,149440.0
1713,Africa,2021-07-09,1426736614.0,5884856.0,150297.0
1714,Africa,2021-07-10,1426736614.0,5936639.0,151229.0
1715,Africa,2021-07-11,1426736614.0,5981018.0,151914.0
1716,Africa,2021-07-12,1426736614.0,6016177.0,152539.0
1717,Africa,2021-07-13,1426736614.0,6051477.0,153276.0
1718,Africa,2021-07-14,1426736614.0,6091342.0,154355.0
1719,Africa,2021-07-15,1426736614.0,6136199.0,155345.0
1720,Africa,2021-07-16,1426736614.0,6178884.0,156287.0
1721,Africa,2021-07-17,1426736614.0,6226046.0,157279.0
1722,Africa,2021-07-18,1426736614.0,6265183.0,158062.0
1723,Africa,2021-07-19,1426736614.0,6300420.0,158641.0
1724,Africa,2021-07-20,1426736614.0,6330679.0,159367.0
1725,Africa,2021-07-21,1426736614.0,6364980.0,160483.0
1726,Africa,2021-07-22,1426736614.0,6400045.0,161413.0
1727,Africa,2021-07-23,1426736614.0,6433257.0,162354.0
1728,Africa,2021-07-24,1426736614.0,6475278.0,163591.0
1729,Africa,2021-07-25,1426736614.0,6511802.0,164544.0
1730,Africa,2021-07-26,1426736614.0,6543262.0,165374.0
1731,Africa,2021-07-27,1426736614.0,6571013.0,166230.0
1732,Africa,2021-07-28,1426736614.0,6607932.0,167071.0
1733,Africa,2021-07-29,1426736614.0,6655475.0,168264.0
1734,Africa,2021-07-30,1426736614.0,6698440.0,169341.0
1735,Africa,2021-07-31,1426736614.0,6749727.0,170221.0
1736,Africa,2021-08-01,1426736614.0,6786066.0,171021.0
1737,Africa,2021-08-02,1426736614.0,6818414.0,171779.0
1738,Africa,2021-08-03,1426736614.0,6853100.0,172637.0
1739,Africa,2021-08-04,1426736614.0,6888175.0,173738.0
1740,Africa,2021-08-05,1426736614.0,6931084.0,174690.0
1741,Africa,2021-08-06,1426736614.0,6995496.0,176215.0
1742,Africa,2021-08-07,1426736614.0,7046661.0,177366.0
1743,Africa,2021-08-08,1426736614.0,7083340.0,178124.0
1744,Africa,2021-08-09,1426736614.0,7115914.0,178807.0
1745,Africa,2021-08-10,1426736614.0,7139187.0,179414.0
1746,Africa,2021-08-11,1426736614.0,7181296.0,180333.0
1747,Africa,2021-08-12,1426736614.0,7214493.0,181390.0
1748,Africa,2021-08-13,1426736614.0,7257210.0,182603.0
1749,Africa,2021-08-14,1426736614.0,7302036.0,183593.0
1750,Africa,2021-08-15,1426736614.0,7336851.0,184270.0
1751,Africa,2021-08-16,1426736614.0,7366632.0,184942.0
1752,Africa,2021-08-17,1426736614.0,7395934.0,185679.0
1753,Africa,2021-08-18,1426736614.0,7431865.0,186639.0
1754,Africa,2021-08-19,1426736614.0,7493636.0,187711.0
1755,Africa,2021-08-20,1426736614.0,7531795.0,188512.0
1756,Africa,2021-08-21,1426736614.0,7573075.0,189307.0
1757,Africa,2021-08-22,1426736614.0,7605138.0,189951.0
1758,Africa,2021-08-23,1426736614.0,7630571.0,190541.0
1759,Africa,2021-08-24,1426736614.0,7656976.0,191254.0
1760,Africa,2021-08-25,1426736614.0,7691039.0,192147.0
1761,Africa,2021-08-26,1426736614.0,7728071.0,193118.0
1762,Africa,2021-08-27,1426736614.0,7761914.0,193885.0
1763,Africa,2021-08-28,1426736614.0,7799946.0,194762.0
1764,Africa,2021-08-29,1426736614.0,7827275.0,195579.0
1765,Africa,2021-08-30,1426736614.0,7848996.0,196154.0
1766,Africa,2021-08-31,1426736614.0,7872491.0,196755.0
1767,Africa,2021-09-01,1426736614.0,7896911.0,197614.0
1768,Africa,2021-09-02,1426736614.0,7926849.0,198289.0
1769,Africa,2021-09-03,1426736614.0,7953846.0,199074.0
1770,Africa,2021-09-04,1426736614.0,7982039.0,199732.0
1771,Africa,2021-09-05,1426736614.0,8003513.0,200227.0
1772,Africa,2021-09-06,1426736614.0,8020178.0,200510.0
1773,Africa,2021-09-07,1426736614.0,8038670.0,201149.0
1774,Africa,2021-09-08,1426736614.0,8059525.0,201810.0
1775,Africa,2021-09-09,1426736614.0,8082096.0,202383.0
1776,Africa,2021-09-10,1426736614.0,8102767.0,202927.0
1777,Africa,2021-09-11,1426736614.0,8123559.0,203530.0
1778,Africa,2021-09-12,1426736614.0,8138887.0,203896.0
1779,Africa,2021-09-13,1426736614.0,8153466.0,204265.0
1780,Africa,2021-09-14,1426736614.0,8180713.0,204651.0
1781,Africa,2021-09-15,1426736614.0,8195186.0,205299.0
1782,Africa,2021-09-16,1426736614.0,8215712.0,205776.0
1783,Africa,2021-09-17,1426736614.0,8232322.0,206344.0
1784,Africa,2021-09-18,1426736614.0,8249229.0,206752.0
1785,Africa,2021-09-19,1426736614.0,8261077.0,207144.0
1786,Africa,2021-09-20,1426736614.0,8274356.0,207442.0
1787,Africa,2021-09-21,1426736614.0,8289102.0,207796.0
1788,Africa,2021-09-22,1426736614.0,8301534.0,208281.0
1789,Africa,2021-09-23,1426736614.0,8319881.0,208715.0
1790,Africa,2021-09-24,1426736614.0,8332847.0,209163.0
1791,Africa,2021-09-25,1426736614.0,8346440.0,209742.0
1792,Africa,2021-09-26,1426736614.0,8355969.0,209997.0
1793,Africa,2021-09-27,1426736614.0,8364121.0,210302.0
1794,Africa,2021-09-28,1426736614.0,8373219.0,210712.0
1795,Africa,2021-09-29,1426736614.0,8382739.0,211163.0
1796,Africa,2021-09-30,1426736614.0,8397169.0,211536.0
1797,Africa,2021-10-01,1426736614.0,8407313.0,211903.0
1798,Africa,2021-10-02,1426736614.0,8418291.0,212183.0
1799,Africa,2021-10-03,1426736614.0,8425065.0,212409.0
1800,Africa,2021-10-04,1426736614.0,8432150.0,212657.0
1801,Africa,2021-10-05,1426736614.0,8438889.0,212852.0
1802,Africa,2021-10-06,1426736614.0,8446634.0,213160.0
1803,Africa,2021-10-07,1426736614.0,8458138.0,213463.0
1804,Africa,2021-10-08,1426736614.0,8466161.0,213834.0
1805,Africa,2021-10-09,1426736614.0,8473835.0,214129.0
1806,Africa,2021-10-10,1426736614.0,8478688.0,214328.0
1807,Africa,2021-10-11,1426736614.0,8484560.0,214544.0
1808,Africa,2021-10-12,1426736614.0,8490055.0,214748.0
1809,Africa,2021-10-13,1426736614.0,8496516.0,215028.0
1810,Africa,2021-10-14,1426736614.0,8505485.0,215276.0
1811,Africa,2021-10-15,1426736614.0,8512385.0,215494.0
1812,Africa,2021-10-16,1426736614.0,8520257.0,215697.0
1813,Africa,2021-10-17,1426736614.0,8524665.0,215858.0
1814,Africa,2021-10-18,1426736614.0,8529473.0,216060.0
1815,Africa,2021-10-19,1426736614.0,8534833.0,216238.0
1816,Africa,2021-10-20,1426736614.0,8540134.0,216421.0
1817,Africa,2021-10-21,1426736614.0,8547099.0,216747.0
1818,Africa,2021-10-22,1426736614.0,8553771.0,217003.0
1819,Africa,2021-10-23,1426736614.0,8559899.0,217208.0
1820,Africa,2021-10-24,1426736614.0,8563387.0,217324.0
1821,Africa,2021-10-25,1426736614.0,8568685.0,217486.0
1822,Africa,2021-10-26,1426736614.0,8574633.0,217709.0
1823,Africa,2021-10-27,1426736614.0,8580075.0,217926.0
1824,Africa,2021-10-28,1426736614.0,8587268.0,218177.0
1825,Africa,2021-10-29,1426736614.0,8592600.0,218390.0
1826,Africa,2021-10-30,1426736614.0,8598079.0,218559.0
1827,Africa,2021-10-31,1426736614.0,8601941.0,218680.0
1828,Africa,2021-11-01,1426736614.0,8606322.0,218826.0
1829,Africa,2021-11-02,1426736614.0,8615938.0,218993.0
1830,Africa,2021-11-03,1426736614.0,8619212.0,219151.0
1831,Africa,2021-11-04,1426736614.0,8626009.0,219338.0
1832,Africa,2021-11-05,1426736614.0,8631888.0,219621.0
1833,Africa,2021-11-06,1426736614.0,8637455.0,219787.0
1834,Africa,2021-11-07,1426736614.0,8641300.0,219922.0
1835,Africa,2021-11-08,1426736614.0,8646043.0,220089.0
1836,Africa,2021-11-09,1426736614.0,8651390.0,220237.0
1837,Africa,2021-11-10,1426736614.0,8659262.0,220401.0
1838,Africa,2021-11-11,1426736614.0,8664571.0,220578.0
1839,Africa,2021-11-12,1426736614.0,8669969.0,220762.0
1840,Africa,2021-11-13,1426736614.0,8675290.0,220928.0
1841,Africa,2021-11-14,1426736614.0,8679276.0,221097.0
1842,Africa,2021-11-15,1426736614.0,8683331.0,221284.0
1843,Africa,2021-11-16,1426736614.0,8688335.0,221423.0
1844,Africa,2021-11-17,1426736614.0,8694345.0,221579.0
1845,Africa,2021-11-18,1426736614.0,8699747.0,221749.0
1846,Africa,2021-11-19,1426736614.0,8704689.0,221952.0
1847,Africa,2021-11-20,1426736614.0,8709914.0,222078.0
1848,Africa,2021-11-21,1426736614.0,8713927.0,222195.0
1849,Africa,2021-11-22,1426736614.0,8718282.0,222342.0
1850,Africa,2021-11-23,1426736614.0,8722647.0,222482.0
1851,Africa,2021-11-24,1426736614.0,8747490.0,222684.0
1852,Africa,2021-11-25,1426736614.0,8753094.0,222859.0
1853,Africa,2021-11-26,1426736614.0,8760269.0,223112.0
1854,Africa,2021-11-27,1426736614.0,8767288.0,223235.0
1855,Africa,2021-11-28,1426736614.0,8773580.0,223337.0
1856,Africa,2021-11-29,1426736614.0,8780068.0,223473.0
1857,Africa,2021-11-30,1426736614.0,8788606.0,223628.0
1858,Africa,2021-12-01,1426736614.0,8797949.0,223801.0
1859,Africa,2021-12-02,1426736614.0,8811839.0,223967.0
1860,Africa,2021-12-03,1426736614.0,8828454.0,224148.0
1861,Africa,2021-12-04,1426736614.0,8850821.0,224309.0
1862,Africa,2021-12-05,1426736614.0,8871727.0,224406.0
1863,Africa,2021-12-06,1426736614.0,8887368.0,224544.0
1864,Africa,2021-12-07,1426736614.0,8903610.0,224654.0
1865,Africa,2021-12-08,1426736614.0,8925691.0,224792.0
1866,Africa,2021-12-09,1426736614.0,8956902.0,224942.0
1867,Africa,2021-12-10,1426736614.0,8991879.0,225046.0
1868,Africa,2021-12-11,1426736614.0,9026923.0,225208.0
1869,Africa,2021-12-12,1426736614.0,9053049.0,225352.0
1870,Africa,2021-12-13,1426736614.0,9099447.0,225535.0
1871,Africa,2021-12-14,1426736614.0,9130183.0,225641.0
1872,Africa,2021-12-15,1426736614.0,9169117.0,225809.0
1873,Africa,2021-12-16,1426736614.0,9212420.0,225963.0
1874,Africa,2021-12-17,1426736614.0,9260541.0,226093.0
1875,Africa,2021-12-18,1426736614.0,9301369.0,226237.0
1876,Africa,2021-12-19,1426736614.0,9333401.0,226361.0
1877,Africa,2021-12-20,1426736614.0,9361037.0,226481.0
1878,Africa,2021-12-21,1426736614.0,9388323.0,226768.0
1879,Africa,2021-12-22,1426736614.0,9429483.0,226968.0
1880,Africa,2021-12-23,1426736614.0,9481779.0,227191.0
1881,Africa,2021-12-24,1426736614.0,9542047.0,227397.0
1882,Africa,2021-12-25,1426736614.0,9594487.0,227615.0
1883,Africa,2021-12-26,1426736614.0,9634415.0,227755.0
1884,Africa,2021-12-27,1426736614.0,9664195.0,227920.0
1885,Africa,2021-12-28,1426736614.0,9694827.0,228140.0
1886,Africa,2021-12-29,1426736614.0,9742918.0,228338.0
1887,Africa,2021-12-30,1426736614.0,9791300.0,228581.0
1888,Africa,2021-12-31,1426736614.0,9850274.0,228878.0
1889,Africa,2022-01-01,1426736614.0,9904868.0,229143.0
1890,Africa,2022-01-02,1426736614.0,9948285.0,229324.0
1891,Africa,2022-01-03,1426736614.0,9972062.0,229499.0
1892,Africa,2022-01-04,1426736614.0,10008821.0,229778.0
1893,Africa,2022-01-05,1426736614.0,10063574.0,230122.0
1894,Africa,2022-01-06,1426736614.0,10119664.0,230415.0
1895,Africa,2022-01-07,1426736614.0,10173436.0,231184.0
1896,Africa,2022-01-08,1426736614.0,10223743.0,231589.0
1897,Africa,2022-01-09,1426736614.0,10264979.0,231854.0
1898,Africa,2022-01-10,1426736614.0,10299504.0,232119.0
1899,Africa,2022-01-11,1426736614.0,10329389.0,232477.0
1900,Africa,2022-01-12,1426736614.0,10385395.0,232859.0
1901,Africa,2022-01-13,1426736614.0,10428884.0,233278.0
1902,Africa,2022-01-14,1426736614.0,10473752.0,233639.0
1903,Africa,2022-01-15,1426736614.0,10516292.0,234019.0
1904,Africa,2022-01-16,1426736614.0,10552447.0,234342.0
1905,Africa,2022-01-17,1426736614.0,10578499.0,234634.0
