,location,date,population,total_cases,total_deaths
24954,Belgium,2021-08-08,11655923.0,1131591.0,25418.0
24955,Belgium,2021-08-09,11655923.0,1132866.0,25421.0
24956,Belgium,2021-08-10,11655923.0,1133789.0,25424.0
24957,Belgium,2021-08-11,11655923.0,1136386.0,25429.0
24958,Belgium,2021-08-12,11655923.0,1138604.0,25431.0
24959,Belgium,2021-08-13,11655923.0,1140596.0,25433.0
24960,Belgium,2021-08-14,11655923.0,1142754.0,25436.0
24961,Belgium,2021-08-15,11655923.0,1145027.0,25441.0
24962,Belgium,2021-08-16,11655923.0,1146379.0,25445.0
24963,Belgium,2021-08-17,11655923.0,1147145.0,25447.0
24964,Belgium,2021-08-18,11655923.0,1149974.0,25452.0
24965,Belgium,2021-08-19,11655923.0,1152221.0,25455.0
24966,Belgium,2021-08-20,11655923.0,1154487.0,25459.0
24967,Belgium,2021-08-21,11655923.0,1156494.0,25468.0
24968,Belgium,2021-08-22,11655923.0,1158739.0,25477.0
24969,Belgium,2021-08-23,11655923.0,1160024.0,25484.0
24970,Belgium,2021-08-24,11655923.0,1160980.0,25491.0
24971,Belgium,2021-08-25,11655923.0,1163634.0,25494.0
24972,Belgium,2021-08-26,11655923.0,1166094.0,25500.0
24973,Belgium,2021-08-27,11655923.0,1168489.0,25507.0
24974,Belgium,2021-08-28,11655923.0,1170676.0,25513.0
24975,Belgium,2021-08-29,11655923.0,1172893.0,25518.0
24976,Belgium,2021-08-30,11655923.0,1174265.0,25522.0
24977,Belgium,2021-08-31,11655923.0,1175098.0,25526.0
24978,Belgium,2021-09-01,11655923.0,1178043.0,25531.0
24979,Belgium,2021-09-02,11655923.0,1180401.0,25535.0
24980,Belgium,2021-09-03,11655923.0,1182623.0,25542.0
24981,Belgium,2021-09-04,11655923.0,1184736.0,25548.0
24982,Belgium,2021-09-05,11655923.0,1186891.0,25554.0
24983,Belgium,2021-09-06,11655923.0,1188131.0,25564.0
24984,Belgium,2021-09-07,11655923.0,1188864.0,25572.0
24985,Belgium,2021-09-08,11655923.0,1191664.0,25579.0
24986,Belgium,2021-09-09,11655923.0,1194025.0,25588.0
24987,Belgium,2021-09-10,11655923.0,1196215.0,25597.0
24988,Belgium,2021-09-11,11655923.0,1198320.0,25603.0
24989,Belgium,2021-09-12,11655923.0,1200644.0,25610.0
24990,Belgium,2021-09-13,11655923.0,1201950.0,25617.0
24991,Belgium,2021-09-14,11655923.0,1202630.0,25624.0
24992,Belgium,2021-09-15,11655923.0,1205560.0,25631.0
24993,Belgium,2021-09-16,11655923.0,1208058.0,25639.0
24994,Belgium,2021-09-17,11655923.0,1210380.0,25646.0
24995,Belgium,2021-09-18,11655923.0,1212806.0,25647.0
24996,Belgium,2021-09-19,11655923.0,1215196.0,25652.0
24997,Belgium,2021-09-20,11655923.0,1216456.0,25661.0
24998,Belgium,2021-09-21,11655923.0,1217108.0,25668.0
24999,Belgium,2021-09-22,11655923.0,1220048.0,25674.0
25000,Belgium,2021-09-23,11655923.0,1222317.0,25679.0
25001,Belgium,2021-09-24,11655923.0,1224488.0,25690.0
25002,Belgium,2021-09-25,11655923.0,1226568.0,25701.0
25003,Belgium,2021-09-26,11655923.0,1228821.0,25708.0
25004,Belgium,2021-09-27,11655923.0,1230037.0,25715.0
25005,Belgium,2021-09-28,11655923.0,1230760.0,25722.0
25006,Belgium,2021-09-29,11655923.0,1233388.0,25735.0
25007,Belgium,2021-09-30,11655923.0,1235779.0,25742.0
25008,Belgium,2021-10-01,11655923.0,1237946.0,25749.0
25009,Belgium,2021-10-02,11655923.0,1240110.0,25760.0
25010,Belgium,2021-10-03,11655923.0,1242259.0,25766.0
25011,Belgium,2021-10-04,11655923.0,1243406.0,25774.0
25012,Belgium,2021-10-05,11655923.0,1244085.0,25782.0
25013,Belgium,2021-10-06,11655923.0,1246876.0,25787.0
25014,Belgium,2021-10-07,11655923.0,1249166.0,25801.0
25015,Belgium,2021-10-08,11655923.0,1251711.0,25814.0
25016,Belgium,2021-10-09,11655923.0,1254228.0,25825.0
25017,Belgium,2021-10-10,11655923.0,1256773.0,25832.0
25018,Belgium,2021-10-11,11655923.0,1258197.0,25843.0
25019,Belgium,2021-10-12,11655923.0,1259017.0,25847.0
25020,Belgium,2021-10-13,11655923.0,1262941.0,25865.0
25021,Belgium,2021-10-14,11655923.0,1266377.0,25878.0
25022,Belgium,2021-10-15,11655923.0,1269975.0,25886.0
25023,Belgium,2021-10-16,11655923.0,1273865.0,25896.0
25024,Belgium,2021-10-17,11655923.0,1278033.0,25914.0
25025,Belgium,2021-10-18,11655923.0,1280409.0,25928.0
25026,Belgium,2021-10-19,11655923.0,1281899.0,25938.0
25027,Belgium,2021-10-20,11655923.0,1288469.0,25957.0
25028,Belgium,2021-10-21,11655923.0,1294765.0,25970.0
25029,Belgium,2021-10-22,11655923.0,1301317.0,25984.0
25030,Belgium,2021-10-23,11655923.0,1308223.0,25994.0
25031,Belgium,2021-10-24,11655923.0,1315372.0,26012.0
25032,Belgium,2021-10-25,11655923.0,1319462.0,26032.0
25033,Belgium,2021-10-26,11655923.0,1321912.0,26048.0
25034,Belgium,2021-10-27,11655923.0,1331616.0,26066.0
25035,Belgium,2021-10-28,11655923.0,1341017.0,26093.0
25036,Belgium,2021-10-29,11655923.0,1350242.0,26126.0
25037,Belgium,2021-10-30,11655923.0,1359438.0,26144.0
25038,Belgium,2021-10-31,11655923.0,1368728.0,26165.0
25039,Belgium,2021-11-01,11655923.0,1373700.0,26181.0
25040,Belgium,2021-11-02,11655923.0,1376759.0,26199.0
25041,Belgium,2021-11-03,11655923.0,1380343.0,26224.0
25042,Belgium,2021-11-04,11655923.0,1392058.0,26244.0
25043,Belgium,2021-11-05,11655923.0,1402764.0,26261.0
25044,Belgium,2021-11-06,11655923.0,1412947.0,26287.0
25045,Belgium,2021-11-07,11655923.0,1424090.0,26312.0
25046,Belgium,2021-11-08,11655923.0,1430544.0,26342.0
25047,Belgium,2021-11-09,11655923.0,1434617.0,26357.0
25048,Belgium,2021-11-10,11655923.0,1449884.0,26385.0
25049,Belgium,2021-11-11,11655923.0,1462902.0,26412.0
25050,Belgium,2021-11-12,11655923.0,1475653.0,26438.0
25051,Belgium,2021-11-13,11655923.0,1480708.0,26470.0
25052,Belgium,2021-11-14,11655923.0,1494460.0,26509.0
25053,Belgium,2021-11-15,11655923.0,1502824.0,26529.0
25054,Belgium,2021-11-16,11655923.0,1508330.0,26556.0
25055,Belgium,2021-11-17,11655923.0,1529168.0,26602.0
25056,Belgium,2021-11-18,11655923.0,1547599.0,26631.0
25057,Belgium,2021-11-19,11655923.0,1565747.0,26673.0
25058,Belgium,2021-11-20,11655923.0,1584321.0,26716.0
25059,Belgium,2021-11-21,11655923.0,1603472.0,26749.0
25060,Belgium,2021-11-22,11655923.0,1614687.0,26785.0
25061,Belgium,2021-11-23,11655923.0,1621441.0,26822.0
25062,Belgium,2021-11-24,11655923.0,1647066.0,26858.0
25063,Belgium,2021-11-25,11655923.0,1668205.0,26896.0
25064,Belgium,2021-11-26,11655923.0,1688380.0,26945.0
25065,Belgium,2021-11-27,11655923.0,1708610.0,26989.0
25066,Belgium,2021-11-28,11655923.0,1728655.0,27030.0
25067,Belgium,2021-11-29,11655923.0,1740245.0,27078.0
25068,Belgium,2021-11-30,11655923.0,1747318.0,27125.0
25069,Belgium,2021-12-01,11655923.0,1772528.0,27170.0
25070,Belgium,2021-12-02,11655923.0,1793398.0,27231.0
25071,Belgium,2021-12-03,11655923.0,1813068.0,27275.0
25072,Belgium,2021-12-04,11655923.0,1831398.0,27328.0
25073,Belgium,2021-12-05,11655923.0,1849167.0,27376.0
25074,Belgium,2021-12-06,11655923.0,1858805.0,27421.0
25075,Belgium,2021-12-07,11655923.0,1864783.0,27478.0
25076,Belgium,2021-12-08,11655923.0,1885524.0,27517.0
25077,Belgium,2021-12-09,11655923.0,1901205.0,27565.0
25078,Belgium,2021-12-10,11655923.0,1916286.0,27620.0
25079,Belgium,2021-12-11,11655923.0,1929723.0,27655.0
25080,Belgium,2021-12-12,11655923.0,1942826.0,27703.0
25081,Belgium,2021-12-13,11655923.0,1949939.0,27748.0
25082,Belgium,2021-12-14,11655923.0,1953846.0,27792.0
25083,Belgium,2021-12-15,11655923.0,1967731.0,27835.0
25084,Belgium,2021-12-16,11655923.0,1978315.0,27872.0
25085,Belgium,2021-12-17,11655923.0,1987599.0,27914.0
25086,Belgium,2021-12-18,11655923.0,1995709.0,27951.0
25087,Belgium,2021-12-19,11655923.0,2003455.0,27977.0
25088,Belgium,2021-12-20,11655923.0,2008208.0,28013.0
25089,Belgium,2021-12-21,11655923.0,2011058.0,28051.0
25090,Belgium,2021-12-22,11655923.0,2020180.0,28087.0
25091,Belgium,2021-12-23,11655923.0,2027560.0,28123.0
25092,Belgium,2021-12-24,11655923.0,2034952.0,28160.0
25093,Belgium,2021-12-25,11655923.0,2042477.0,28196.0
25094,Belgium,2021-12-26,11655923.0,2049000.0,28231.0
25095,Belgium,2021-12-27,11655923.0,2051820.0,28251.0
25096,Belgium,2021-12-28,11655923.0,2056387.0,28273.0
25097,Belgium,2021-12-29,11655923.0,2069685.0,28301.0
25098,Belgium,2021-12-30,11655923.0,2082504.0,28322.0
25099,Belgium,2021-12-31,11655923.0,2097550.0,28356.0
25100,Belgium,2022-01-01,11655923.0,2113612.0,28385.0
25101,Belgium,2022-01-02,11655923.0,2125910.0,28401.0
25102,Belgium,2022-01-03,11655923.0,2129981.0,28423.0
25103,Belgium,2022-01-04,11655923.0,2139073.0,28438.0
25104,Belgium,2022-01-05,11655923.0,2166655.0,28463.0
25105,Belgium,2022-01-06,11655923.0,2194797.0,28480.0
25106,Belgium,2022-01-07,11655923.0,2220845.0,28494.0
25107,Belgium,2022-01-08,11655923.0,2244511.0,28513.0
25108,Belgium,2022-01-09,11655923.0,2268319.0,28532.0
25109,Belgium,2022-01-10,11655923.0,2283669.0,28549.0
25110,Belgium,2022-01-11,11655923.0,2294898.0,28572.0
25111,Belgium,2022-01-12,11655923.0,2332674.0,28597.0
25112,Belgium,2022-01-13,11655923.0,2364389.0,28621.0
25113,Belgium,2022-01-14,11655923.0,2395553.0,28643.0
25114,Belgium,2022-01-15,11655923.0,2425667.0,28665.0
25115,Belgium,2022-01-16,11655923.0,2457527.0,28682.0
25116,Belgium,2022-01-17,11655923.0,2478712.0,28696.0
25117,Belgium,2022-01-18,11655923.0,2493712.0,28716.0
25118,Belgium,2022-01-19,11655923.0,2556452.0,28748.0
25119,Belgium,2022-01-20,11655923.0,2617197.0,28776.0
25120,Belgium,2022-01-21,11655923.0,2678122.0,28813.0
25121,Belgium,2022-01-22,11655923.0,2735406.0,28830.0
25122,Belgium,2022-01-23,11655923.0,2791862.0,28853.0
25123,Belgium,2022-01-24,11655923.0,2824660.0,28878.0
25124,Belgium,2022-01-25,11655923.0,2845411.0,28894.0
25125,Belgium,2022-01-26,11655923.0,2921445.0,28920.0
25126,Belgium,2022-01-27,11655923.0,2983990.0,28957.0
25127,Belgium,2022-01-28,11655923.0,3038786.0,28989.0
25128,Belgium,2022-01-29,11655923.0,3086335.0,29018.0
25129,Belgium,2022-01-30,11655923.0,3127793.0,29063.0
25130,Belgium,2022-01-31,11655923.0,3151017.0,29090.0
25131,Belgium,2022-02-01,11655923.0,3164263.0,29126.0
25132,Belgium,2022-02-02,11655923.0,3214361.0,29155.0
25133,Belgium,2022-02-03,11655923.0,3251145.0,29195.0
25134,Belgium,2022-02-04,11655923.0,3282045.0,29243.0
25135,Belgium,2022-02-05,11655923.0,3307940.0,29289.0
25136,Belgium,2022-02-06,11655923.0,3330361.0,29350.0
25137,Belgium,2022-02-07,11655923.0,3342862.0,29386.0
25138,Belgium,2022-02-08,11655923.0,3350167.0,29426.0
25139,Belgium,2022-02-09,11655923.0,3377597.0,29460.0
25140,Belgium,2022-02-10,11655923.0,3397043.0,29508.0
25141,Belgium,2022-02-11,11655923.0,3413851.0,29563.0
25142,Belgium,2022-02-12,11655923.0,3428076.0,29629.0
25143,Belgium,2022-02-13,11655923.0,3440285.0,29675.0
25144,Belgium,2022-02-14,11655923.0,3447057.0,29713.0
25145,Belgium,2022-02-15,11655923.0,3451907.0,29751.0
25146,Belgium,2022-02-16,11655923.0,3468409.0,29803.0
25147,Belgium,2022-02-17,11655923.0,3479981.0,29845.0
25148,Belgium,2022-02-18,11655923.0,3490615.0,29878.0
25149,Belgium,2022-02-19,11655923.0,3499908.0,29920.0
25150,Belgium,2022-02-20,11655923.0,3507637.0,29967.0
25151,Belgium,2022-02-21,11655923.0,3512142.0,29991.0
25152,Belgium,2022-02-22,11655923.0,3515088.0,30022.0
25153,Belgium,2022-02-23,11655923.0,3526044.0,30044.0
25154,Belgium,2022-02-24,11655923.0,3534044.0,30073.0
25155,Belgium,2022-02-25,11655923.0,3541673.0,30092.0
25156,Belgium,2022-02-26,11655923.0,3548362.0,30113.0
25157,Belgium,2022-02-27,11655923.0,3554192.0,30141.0
25158,Belgium,2022-02-28,11655923.0,3557571.0,30161.0
25159,Belgium,2022-03-01,11655923.0,3559924.0,30185.0
25160,Belgium,2022-03-02,11655923.0,3568255.0,30201.0
25161,Belgium,2022-03-03,11655923.0,3575151.0,30221.0
25162,Belgium,2022-03-04,11655923.0,3582732.0,30242.0
25163,Belgium,2022-03-05,11655923.0,3589898.0,30258.0
25164,Belgium,2022-03-06,11655923.0,3596828.0,30280.0
25165,Belgium,2022-03-07,11655923.0,3601006.0,30298.0
25166,Belgium,2022-03-08,11655923.0,3604535.0,30308.0
25167,Belgium,2022-03-09,11655923.0,3616876.0,30322.0
25168,Belgium,2022-03-10,11655923.0,3625998.0,30352.0
25169,Belgium,2022-03-11,11655923.0,3635405.0,30376.0
25170,Belgium,2022-03-12,11655923.0,3644074.0,30394.0
25171,Belgium,2022-03-13,11655923.0,3652681.0,30422.0
25172,Belgium,2022-03-14,11655923.0,3657792.0,30440.0
25173,Belgium,2022-03-15,11655923.0,3661790.0,30451.0
25174,Belgium,2022-03-16,11655923.0,3677706.0,30475.0
25175,Belgium,2022-03-17,11655923.0,3690162.0,30491.0
25176,Belgium,2022-03-18,11655923.0,3702513.0,30509.0
25177,Belgium,2022-03-19,11655923.0,3713769.0,30531.0
25178,Belgium,2022-03-20,11655923.0,3723895.0,30551.0
25179,Belgium,2022-03-21,11655923.0,3729622.0,30567.0
25180,Belgium,2022-03-22,11655923.0,3733743.0,30585.0
25181,Belgium,2022-03-23,11655923.0,3751860.0,30613.0
25182,Belgium,2022-03-24,11655923.0,3765456.0,30633.0
25183,Belgium,2022-03-25,11655923.0,3779079.0,30661.0
25184,Belgium,2022-03-26,11655923.0,3791594.0,30682.0
25185,Belgium,2022-03-27,11655923.0,3802770.0,30703.0
25186,Belgium,2022-03-28,11655923.0,3808666.0,30728.0
25187,Belgium,2022-03-29,11655923.0,3812350.0,30748.0
25188,Belgium,2022-03-30,11655923.0,3830379.0,30774.0
25189,Belgium,2022-03-31,11655923.0,3843457.0,30799.0
25190,Belgium,2022-04-01,11655923.0,3855511.0,30825.0
25191,Belgium,2022-04-02,11655923.0,3866536.0,30849.0
25192,Belgium,2022-04-03,11655923.0,3875687.0,30872.0
25193,Belgium,2022-04-04,11655923.0,3880852.0,30893.0
25194,Belgium,2022-04-05,11655923.0,3883947.0,30915.0
25195,Belgium,2022-04-06,11655923.0,3898610.0,30943.0
25196,Belgium,2022-04-07,11655923.0,3909616.0,30965.0
25197,Belgium,2022-04-08,11655923.0,3920635.0,30996.0
25198,Belgium,2022-04-09,11655923.0,3930589.0,31012.0
25199,Belgium,2022-04-10,11655923.0,3939644.0,31048.0
25200,Belgium,2022-04-11,11655923.0,3944232.0,31065.0
25201,Belgium,2022-04-12,11655923.0,3946787.0,31085.0
25202,Belgium,2022-04-13,11655923.0,3959639.0,31110.0
25203,Belgium,2022-04-14,11655923.0,3968796.0,31133.0
25204,Belgium,2022-04-15,11655923.0,3977570.0,31160.0
25205,Belgium,2022-04-16,11655923.0,3985758.0,31181.0
25206,Belgium,2022-04-17,11655923.0,3993174.0,31212.0
25207,Belgium,2022-04-18,11655923.0,3996990.0,31241.0
25208,Belgium,2022-04-19,11655923.0,3999362.0,31256.0
25209,Belgium,2022-04-20,11655923.0,4002419.0,31271.0
25210,Belgium,2022-04-21,11655923.0,4014042.0,31290.0
25211,Belgium,2022-04-22,11655923.0,4022121.0,31310.0
25212,Belgium,2022-04-23,11655923.0,4028997.0,31329.0
25213,Belgium,2022-04-24,11655923.0,4035065.0,31350.0
25214,Belgium,2022-04-25,11655923.0,4037970.0,31358.0
25215,Belgium,2022-04-26,11655923.0,4039577.0,31382.0
25216,Belgium,2022-04-27,11655923.0,4048032.0,31398.0
25217,Belgium,2022-04-28,11655923.0,4054046.0,31416.0
25218,Belgium,2022-04-29,11655923.0,4059400.0,31430.0
25219,Belgium,2022-04-30,11655923.0,4064257.0,31446.0
25220,Belgium,2022-05-01,11655923.0,4068621.0,31461.0
25221,Belgium,2022-05-02,11655923.0,4071027.0,31478.0
25222,Belgium,2022-05-03,11655923.0,4072243.0,31493.0
25223,Belgium,2022-05-04,11655923.0,4079464.0,31515.0
25224,Belgium,2022-05-05,11655923.0,4084967.0,31528.0
25225,Belgium,2022-05-06,11655923.0,4090168.0,31545.0
25226,Belgium,2022-05-07,11655923.0,4095122.0,31554.0
25227,Belgium,2022-05-08,11655923.0,4099592.0,31567.0
25228,Belgium,2022-05-09,11655923.0,4101827.0,31576.0
25229,Belgium,2022-05-10,11655923.0,4103003.0,31582.0
25230,Belgium,2022-05-11,11655923.0,4109587.0,31594.0
25231,Belgium,2022-05-12,11655923.0,4114482.0,31606.0
25232,Belgium,2022-05-13,11655923.0,4118675.0,31616.0
25233,Belgium,2022-05-14,11655923.0,4122361.0,31625.0
25234,Belgium,2022-05-15,11655923.0,4125576.0,31631.0
25235,Belgium,2022-05-16,11655923.0,4127053.0,31643.0
25236,Belgium,2022-05-17,11655923.0,4127793.0,31652.0
25237,Belgium,2022-05-18,11655923.0,4132194.0,31657.0
25238,Belgium,2022-05-19,11655923.0,4135426.0,31668.0
25239,Belgium,2022-05-20,11655923.0,4138177.0,31676.0
25240,Belgium,2022-05-21,11655923.0,4140364.0,31683.0
25241,Belgium,2022-05-22,11655923.0,4142391.0,31689.0
25242,Belgium,2022-05-23,11655923.0,4143416.0,31698.0
25243,Belgium,2022-05-24,11655923.0,4143913.0,31705.0
25244,Belgium,2022-05-25,11655923.0,4146512.0,31709.0
25245,Belgium,2022-05-26,11655923.0,4148260.0,31719.0
25246,Belgium,2022-05-27,11655923.0,4149850.0,31722.0
25247,Belgium,2022-05-28,11655923.0,4150279.0,31727.0
25248,Belgium,2022-05-29,11655923.0,4151789.0,31737.0
25249,Belgium,2022-05-30,11655923.0,4152612.0,31743.0
25250,Belgium,2022-05-31,11655923.0,4153049.0,31748.0
25251,Belgium,2022-06-01,11655923.0,4155716.0,31756.0
25252,Belgium,2022-06-02,11655923.0,4157639.0,31761.0
25253,Belgium,2022-06-03,11655923.0,4159535.0,31762.0
25254,Belgium,2022-06-04,11655923.0,4161255.0,31774.0
25255,Belgium,2022-06-05,11655923.0,4162834.0,31780.0
25256,Belgium,2022-06-06,11655923.0,4163773.0,31788.0
25257,Belgium,2022-06-07,11655923.0,4164432.0,31795.0
25258,Belgium,2022-06-08,11655923.0,4165248.0,31802.0
25259,Belgium,2022-06-09,11655923.0,4168666.0,31804.0
25260,Belgium,2022-06-10,11655923.0,4171243.0,31810.0
25261,Belgium,2022-06-11,11655923.0,4173663.0,31818.0
25262,Belgium,2022-06-12,11655923.0,4176042.0,31824.0
25263,Belgium,2022-06-13,11655923.0,4177243.0,31831.0
25264,Belgium,2022-06-14,11655923.0,4177939.0,31834.0
25265,Belgium,2022-06-15,11655923.0,4182326.0,31841.0
25266,Belgium,2022-06-16,11655923.0,4185738.0,31844.0
25267,Belgium,2022-06-17,11655923.0,4189089.0,31851.0
25268,Belgium,2022-06-18,11655923.0,4192195.0,31853.0
25269,Belgium,2022-06-19,11655923.0,4195431.0,31862.0
25270,Belgium,2022-06-20,11655923.0,4197086.0,31866.0
25271,Belgium,2022-06-21,11655923.0,4198043.0,31873.0
25272,Belgium,2022-06-22,11655923.0,4203725.0,31877.0
25273,Belgium,2022-06-23,11655923.0,4208173.0,31881.0
25274,Belgium,2022-06-24,11655923.0,4213025.0,31884.0
25275,Belgium,2022-06-25,11655923.0,4217852.0,31888.0
25276,Belgium,2022-06-26,11655923.0,4222379.0,31895.0
25277,Belgium,2022-06-27,11655923.0,4224853.0,31904.0
25278,Belgium,2022-06-28,11655923.0,4226234.0,31910.0
25279,Belgium,2022-06-29,11655923.0,4234475.0,31919.0
25280,Belgium,2022-06-30,11655923.0,4241140.0,31928.0
25281,Belgium,2022-07-01,11655923.0,4248229.0,31931.0
25282,Belgium,2022-07-02,11655923.0,4254863.0,31939.0
25283,Belgium,2022-07-03,11655923.0,4261292.0,31952.0
25284,Belgium,2022-07-04,11655923.0,4264712.0,31960.0
25285,Belgium,2022-07-05,11655923.0,4266664.0,31970.0
25286,Belgium,2022-07-06,11655923.0,4278544.0,31980.0
25287,Belgium,2022-07-07,11655923.0,4288354.0,31983.0
25288,Belgium,2022-07-08,11655923.0,4298102.0,31990.0
25289,Belgium,2022-07-09,11655923.0,4307162.0,31996.0
25290,Belgium,2022-07-10,11655923.0,4315334.0,32006.0
25291,Belgium,2022-07-11,11655923.0,4319380.0,32017.0
25292,Belgium,2022-07-12,11655923.0,4321550.0,32031.0
25293,Belgium,2022-07-13,11655923.0,4333950.0,32043.0
25294,Belgium,2022-07-14,11655923.0,4343180.0,32052.0
25295,Belgium,2022-07-15,11655923.0,4351655.0,32062.0
25296,Belgium,2022-07-16,11655923.0,4358743.0,32076.0
25297,Belgium,2022-07-17,11655923.0,4365183.0,32085.0
25298,Belgium,2022-07-18,11655923.0,4368158.0,32094.0
25299,Belgium,2022-07-19,11655923.0,4369612.0,32104.0
25300,Belgium,2022-07-20,11655923.0,4377609.0,32121.0
25301,Belgium,2022-07-21,11655923.0,4383031.0,32134.0
25302,Belgium,2022-07-22,11655923.0,4388220.0,32144.0
25303,Belgium,2022-07-23,11655923.0,4389559.0,32157.0
25304,Belgium,2022-07-24,11655923.0,4395252.0,32162.0
25305,Belgium,2022-07-25,11655923.0,4397615.0,32178.0
25306,Belgium,2022-07-26,11655923.0,4398981.0,32196.0
25307,Belgium,2022-07-27,11655923.0,4406179.0,32211.0
25308,Belgium,2022-07-28,11655923.0,4411162.0,32227.0
25309,Belgium,2022-07-29,11655923.0,4415675.0,32241.0
25310,Belgium,2022-07-30,11655923.0,4419548.0,32250.0
25311,Belgium,2022-07-31,11655923.0,4423139.0,32261.0
25312,Belgium,2022-08-01,11655923.0,4424857.0,32270.0
25313,Belgium,2022-08-02,11655923.0,4425898.0,32280.0
25314,Belgium,2022-08-03,11655923.0,4431397.0,32290.0
25315,Belgium,2022-08-04,11655923.0,4434995.0,32301.0
25316,Belgium,2022-08-05,11655923.0,4438191.0,32311.0
25317,Belgium,2022-08-06,11655923.0,4440975.0,32323.0
25318,Belgium,2022-08-07,11655923.0,4443542.0,32332.0
25319,Belgium,2022-08-08,11655923.0,4444699.0,32338.0
25320,Belgium,2022-08-09,11655923.0,4445374.0,32345.0
25321,Belgium,2022-08-10,11655923.0,4449071.0,32360.0
25322,Belgium,2022-08-11,11655923.0,4451784.0,32371.0
25323,Belgium,2022-08-12,11655923.0,4454226.0,32381.0
25324,Belgium,2022-08-13,11655923.0,4456590.0,32391.0
25325,Belgium,2022-08-14,11655923.0,4458627.0,32401.0
25326,Belgium,2022-08-15,11655923.0,4459657.0,32413.0
25327,Belgium,2022-08-16,11655923.0,4460319.0,32423.0
25328,Belgium,2022-08-17,11655923.0,4461038.0,32430.0
25329,Belgium,2022-08-18,11655923.0,4464470.0,32448.0
25330,Belgium,2022-08-19,11655923.0,4466876.0,32455.0
25331,Belgium,2022-08-20,11655923.0,4468872.0,32461.0
25332,Belgium,2022-08-21,11655923.0,4470593.0,32466.0
25333,Belgium,2022-08-22,11655923.0,4471465.0,32476.0
25334,Belgium,2022-08-23,11655923.0,4471953.0,32483.0
25335,Belgium,2022-08-24,11655923.0,4474685.0,32492.0
25336,Belgium,2022-08-25,11655923.0,4476547.0,32495.0
25337,Belgium,2022-08-26,11655923.0,4478345.0,32504.0
25338,Belgium,2022-08-27,11655923.0,4479944.0,32513.0
25339,Belgium,2022-08-28,11655923.0,4481453.0,32516.0
25340,Belgium,2022-08-29,11655923.0,4482178.0,32520.0
25341,Belgium,2022-08-30,11655923.0,4482641.0,32522.0
25342,Belgium,2022-08-31,11655923.0,4484995.0,32530.0
25343,Belgium,2022-09-01,11655923.0,4486831.0,32535.0
25344,Belgium,2022-09-02,11655923.0,4488604.0,32542.0
25345,Belgium,2022-09-03,11655923.0,4490250.0,32548.0
25346,Belgium,2022-09-04,11655923.0,4491874.0,32556.0
25347,Belgium,2022-09-05,11655923.0,4492648.0,32560.0
25348,Belgium,2022-09-06,11655923.0,4493084.0,32565.0
25349,Belgium,2022-09-07,11655923.0,4495838.0,32569.0
25350,Belgium,2022-09-08,11655923.0,4497782.0,32576.0
25351,Belgium,2022-09-09,11655923.0,4499642.0,32580.0
25352,Belgium,2022-09-10,11655923.0,4501488.0,32584.0
25353,Belgium,2022-09-11,11655923.0,4503153.0,32591.0
25354,Belgium,2022-09-12,11655923.0,4503956.0,32599.0
25355,Belgium,2022-09-13,11655923.0,4504423.0,32607.0
25356,Belgium,2022-09-14,11655923.0,4507506.0,32614.0
25357,Belgium,2022-09-15,11655923.0,4509947.0,32622.0
25358,Belgium,2022-09-16,11655923.0,4512174.0,32626.0
25359,Belgium,2022-09-17,11655923.0,4514216.0,32635.0
25360,Belgium,2022-09-18,11655923.0,4516113.0,32637.0
25361,Belgium,2022-09-19,11655923.0,4517015.0,32638.0
25362,Belgium,2022-09-20,11655923.0,4517522.0,32640.0
25363,Belgium,2022-09-21,11655923.0,4521161.0,32641.0
25364,Belgium,2022-09-22,11655923.0,4523924.0,32645.0
25365,Belgium,2022-09-23,11655923.0,4526686.0,32649.0
25366,Belgium,2022-09-24,11655923.0,4529370.0,32652.0
25367,Belgium,2022-09-25,11655923.0,4531821.0,32657.0
25368,Belgium,2022-09-26,11655923.0,4533037.0,32661.0
25369,Belgium,2022-09-27,11655923.0,4533689.0,32664.0
25370,Belgium,2022-09-28,11655923.0,4538484.0,32670.0
25371,Belgium,2022-09-29,11655923.0,4541998.0,32673.0
25372,Belgium,2022-09-30,11655923.0,4545411.0,32678.0
25373,Belgium,2022-10-01,11655923.0,4548782.0,32681.0
25374,Belgium,2022-10-02,11655923.0,4551707.0,32684.0
25375,Belgium,2022-10-03,11655923.0,4553135.0,32688.0
25376,Belgium,2022-10-04,11655923.0,4553899.0,32692.0
25377,Belgium,2022-10-05,11655923.0,4559201.0,32703.0
25378,Belgium,2022-10-06,11655923.0,4563476.0,32711.0
25379,Belgium,2022-10-07,11655923.0,4567396.0,32720.0
25380,Belgium,2022-10-08,11655923.0,4570795.0,32726.0
25381,Belgium,2022-10-09,11655923.0,4573873.0,32734.0
25382,Belgium,2022-10-10,11655923.0,4575297.0,32741.0
25383,Belgium,2022-10-11,11655923.0,4576001.0,32750.0
25384,Belgium,2022-10-12,11655923.0,4580926.0,32765.0
25385,Belgium,2022-10-13,11655923.0,4584490.0,32774.0
25386,Belgium,2022-10-14,11655923.0,4587519.0,32781.0
25387,Belgium,2022-10-15,11655923.0,4590462.0,32793.0
25388,Belgium,2022-10-16,11655923.0,4593158.0,32803.0
25389,Belgium,2022-10-17,11655923.0,4594227.0,32813.0
