,location,date,total_cases,people_fully_vaccinated,population,total_deaths
494,Afghanistan,2021-05-11,62403.0,55624.0,41128772.0,2710.0
503,Afghanistan,2021-05-20,64575.0,77560.0,41128772.0,2772.0
507,Afghanistan,2021-05-24,66275.0,96910.0,41128772.0,2812.0
509,Afghanistan,2021-05-26,67743.0,111082.0,41128772.0,2855.0
510,Afghanistan,2021-05-27,68366.0,113739.0,41128772.0,2869.0
513,Afghanistan,2021-05-30,70761.0,119926.0,41128772.0,2919.0
516,Afghanistan,2021-06-02,74026.0,144600.0,41128772.0,3007.0
517,Afghanistan,2021-06-03,75119.0,148505.0,41128772.0,3034.0
522,Afghanistan,2021-06-08,82326.0,158343.0,41128772.0,3251.0
528,Afghanistan,2021-06-14,91458.0,177266.0,41128772.0,3612.0
536,Afghanistan,2021-06-22,105749.0,183762.0,41128772.0,4293.0
541,Afghanistan,2021-06-27,114220.0,186260.0,41128772.0,4650.0
544,Afghanistan,2021-06-30,118659.0,187654.0,41128772.0,4871.0
549,Afghanistan,2021-07-05,125937.0,189322.0,41128772.0,5283.0
551,Afghanistan,2021-07-07,129021.0,199250.0,41128772.0,5415.0
555,Afghanistan,2021-07-11,133578.0,219159.0,41128772.0,5724.0
595,Afghanistan,2021-08-20,152448.0,430744.0,41128772.0,7054.0
681,Afghanistan,2021-11-14,156512.0,3188609.0,41128772.0,7292.0
724,Afghanistan,2021-12-27,157951.0,3753224.0,41128772.0,7354.0
737,Afghanistan,2022-01-09,158345.0,3809353.0,41128772.0,7369.0
739,Afghanistan,2022-01-11,158394.0,3814837.0,41128772.0,7373.0
741,Afghanistan,2022-01-13,158511.0,3823786.0,41128772.0,7376.0
745,Afghanistan,2022-01-17,158737.0,3832821.0,41128772.0,7379.0
747,Afghanistan,2022-01-19,158974.0,3836731.0,41128772.0,7383.0
752,Afghanistan,2022-01-24,159682.0,3851307.0,41128772.0,7393.0
754,Afghanistan,2022-01-26,160252.0,3866279.0,41128772.0,7397.0
755,Afghanistan,2022-01-27,160708.0,3868832.0,41128772.0,7401.0
759,Afghanistan,2022-01-31,162140.0,3892831.0,41128772.0,7409.0
761,Afghanistan,2022-02-02,163720.0,3912336.0,41128772.0,7417.0
766,Afghanistan,2022-02-07,166191.0,3959887.0,41128772.0,7432.0
773,Afghanistan,2022-02-14,170604.0,4043580.0,41128772.0,7494.0
779,Afghanistan,2022-02-20,171930.0,4125717.0,41128772.0,7534.0
786,Afghanistan,2022-02-27,173180.0,4231984.0,41128772.0,7588.0
793,Afghanistan,2022-03-06,174347.0,4281934.0,41128772.0,7622.0
804,Afghanistan,2022-03-17,176743.0,4402868.0,41128772.0,7651.0
809,Afghanistan,2022-03-22,177191.0,4420127.0,41128772.0,7654.0
822,Afghanistan,2022-04-04,177827.0,4532577.0,41128772.0,7671.0
832,Afghanistan,2022-04-14,178332.0,4595506.0,41128772.0,7676.0
836,Afghanistan,2022-04-18,178418.0,4603187.0,41128772.0,7678.0
844,Afghanistan,2022-04-26,178745.0,4636946.0,41128772.0,7683.0
845,Afghanistan,2022-04-27,178769.0,4637327.0,41128772.0,7683.0
853,Afghanistan,2022-05-05,178905.0,4668999.0,41128772.0,7684.0
856,Afghanistan,2022-05-08,178923.0,4670950.0,41128772.0,7684.0
858,Afghanistan,2022-05-10,179010.0,4676224.0,41128772.0,7685.0
863,Afghanistan,2022-05-15,179243.0,4710456.0,41128772.0,7690.0
871,Afghanistan,2022-05-23,179716.0,4758426.0,41128772.0,7698.0
880,Afghanistan,2022-06-01,180347.0,4807917.0,41128772.0,7705.0
894,Afghanistan,2022-06-15,181236.0,4923085.0,41128772.0,7710.0
900,Afghanistan,2022-06-21,181749.0,4979930.0,41128772.0,7714.0
909,Afghanistan,2022-06-30,182430.0,5064430.0,41128772.0,7722.0
919,Afghanistan,2022-07-10,183219.0,5105618.0,41128772.0,7727.0
926,Afghanistan,2022-07-17,183450.0,5309804.0,41128772.0,7730.0
928,Afghanistan,2022-07-19,183687.0,6422705.0,41128772.0,7733.0
936,Afghanistan,2022-07-27,185086.0,6571487.0,41128772.0,7742.0
947,Afghanistan,2022-08-07,187046.0,8272846.0,41128772.0,7752.0
955,Afghanistan,2022-08-15,189045.0,9613976.0,41128772.0,7758.0
962,Afghanistan,2022-08-22,190767.0,9771963.0,41128772.0,7764.0
971,Afghanistan,2022-08-31,193250.0,9939590.0,41128772.0,7777.0
975,Afghanistan,2022-09-04,193887.0,9963368.0,41128772.0,7780.0
982,Afghanistan,2022-09-11,195647.0,10096068.0,41128772.0,7787.0
983,Afghanistan,2022-09-12,196012.0,10105500.0,41128772.0,7787.0
990,Afghanistan,2022-09-19,197333.0,10187788.0,41128772.0,7796.0
997,Afghanistan,2022-09-26,198455.0,10233282.0,41128772.0,7797.0
999,Afghanistan,2022-09-28,198750.0,10245183.0,41128772.0,7798.0
1005,Afghanistan,2022-10-04,199591.0,10278516.0,41128772.0,7803.0
1012,Afghanistan,2022-10-11,200504.0,10303193.0,41128772.0,7807.0
1017,Afghanistan,2022-10-16,201096.0,10328057.0,41128772.0,7811.0
1025,Afghanistan,2022-10-24,202149.0,10386823.0,41128772.0,7818.0
1033,Afghanistan,2022-11-01,203063.0,10427132.0,41128772.0,7822.0
1034,Afghanistan,2022-11-02,203167.0,10458947.0,41128772.0,7823.0
1040,Afghanistan,2022-11-08,203890.0,10489783.0,41128772.0,7828.0
1047,Afghanistan,2022-11-15,204610.0,10517707.0,41128772.0,7829.0
1048,Afghanistan,2022-11-16,204719.0,10531675.0,41128772.0,7830.0
1059,Afghanistan,2022-11-27,205596.0,10587076.0,41128772.0,7833.0
1067,Afghanistan,2022-12-05,206236.0,10615628.0,41128772.0,7834.0
1084,Afghanistan,2022-12-22,207214.0,10754839.0,41128772.0,7845.0
1099,Afghanistan,2023-01-06,207762.0,10825004.0,41128772.0,7850.0
1109,Afghanistan,2023-01-16,207969.0,10894509.0,41128772.0,7855.0
1115,Afghanistan,2023-01-22,208097.0,10956289.0,41128772.0,7860.0
1122,Afghanistan,2023-01-29,208420.0,10967235.0,41128772.0,7866.0
1136,Afghanistan,2023-02-12,208856.0,11043751.0,41128772.0,7877.0
1138,Afghanistan,2023-02-14,209020.0,11062636.0,41128772.0,7877.0
1143,Afghanistan,2023-02-19,209086.0,11661485.0,41128772.0,7877.0
1147,Afghanistan,2023-02-23,209195.0,11885116.0,41128772.0,7878.0
1150,Afghanistan,2023-02-26,209251.0,12476994.0,41128772.0,7878.0
1152,Afghanistan,2023-02-28,209322.0,12723156.0,41128772.0,7879.0
1157,Afghanistan,2023-03-05,209369.0,13337097.0,41128772.0,7879.0
1557,Africa,2021-02-03,3620602.0,5.0,1426736614.0,92532.0
1558,Africa,2021-02-04,3636489.0,5.0,1426736614.0,93254.0
1559,Africa,2021-02-05,3652910.0,5.0,1426736614.0,93799.0
1560,Africa,2021-02-06,3672174.0,1586.0,1426736614.0,94374.0
1561,Africa,2021-02-07,3685424.0,1586.0,1426736614.0,94916.0
1562,Africa,2021-02-08,3696886.0,3980.0,1426736614.0,95274.0
1563,Africa,2021-02-09,3707084.0,6700.0,1426736614.0,95706.0
1564,Africa,2021-02-10,3719363.0,10335.0,1426736614.0,96426.0
1565,Africa,2021-02-11,3733444.0,13867.0,1426736614.0,96980.0
1566,Africa,2021-02-12,3747448.0,13867.0,1426736614.0,97508.0
1567,Africa,2021-02-13,3760875.0,14181.0,1426736614.0,98061.0
1568,Africa,2021-02-14,3772306.0,14181.0,1426736614.0,98408.0
1569,Africa,2021-02-15,3782984.0,16441.0,1426736614.0,98702.0
1570,Africa,2021-02-16,3791755.0,18176.0,1426736614.0,99153.0
1571,Africa,2021-02-17,3802331.0,19512.0,1426736614.0,99616.0
1572,Africa,2021-02-18,3815134.0,22925.0,1426736614.0,100032.0
1573,Africa,2021-02-19,3827245.0,32990.0,1426736614.0,100504.0
1574,Africa,2021-02-20,3839937.0,45489.0,1426736614.0,100904.0
1575,Africa,2021-02-21,3849600.0,50463.0,1426736614.0,101191.0
1576,Africa,2021-02-22,3859056.0,68325.0,1426736614.0,101533.0
1577,Africa,2021-02-23,3869749.0,86927.0,1426736614.0,101833.0
1578,Africa,2021-02-24,3878877.0,102499.0,1426736614.0,102313.0
1579,Africa,2021-02-25,3892232.0,119792.0,1426736614.0,102670.0
1580,Africa,2021-02-26,3902654.0,183604.0,1426736614.0,103004.0
1581,Africa,2021-02-27,3915328.0,252758.0,1426736614.0,103340.0
1582,Africa,2021-02-28,3923668.0,255982.0,1426736614.0,103692.0
1583,Africa,2021-03-01,3932024.0,330257.0,1426736614.0,103921.0
1584,Africa,2021-03-02,3940888.0,394124.0,1426736614.0,104246.0
1585,Africa,2021-03-03,3950262.0,468861.0,1426736614.0,104638.0
1586,Africa,2021-03-04,3963726.0,529681.0,1426736614.0,104948.0
1587,Africa,2021-03-05,3975206.0,624742.0,1426736614.0,105271.0
1588,Africa,2021-03-06,3985773.0,705135.0,1426736614.0,105580.0
1589,Africa,2021-03-07,3994493.0,705135.0,1426736614.0,105845.0
1590,Africa,2021-03-08,4002754.0,779759.0,1426736614.0,106067.0
1591,Africa,2021-03-09,4011254.0,850734.0,1426736614.0,106375.0
1592,Africa,2021-03-10,4020221.0,1010055.0,1426736614.0,106682.0
1593,Africa,2021-03-11,4030995.0,1137129.0,1426736614.0,106997.0
1594,Africa,2021-03-12,4041334.0,1397210.0,1426736614.0,107271.0
1595,Africa,2021-03-13,4052825.0,1644318.0,1426736614.0,107545.0
1596,Africa,2021-03-14,4061398.0,1644318.0,1426736614.0,107805.0
1597,Africa,2021-03-15,4070175.0,1942667.0,1426736614.0,108077.0
1598,Africa,2021-03-16,4078899.0,2146524.0,1426736614.0,108364.0
1599,Africa,2021-03-17,4088789.0,2312736.0,1426736614.0,108678.0
1600,Africa,2021-03-18,4108677.0,2321849.0,1426736614.0,109102.0
1601,Africa,2021-03-19,4119750.0,2563824.0,1426736614.0,109359.0
1602,Africa,2021-03-20,4133516.0,2634856.0,1426736614.0,109943.0
1603,Africa,2021-03-21,4142619.0,2634856.0,1426736614.0,110154.0
1604,Africa,2021-03-22,4151510.0,2728498.0,1426736614.0,110341.0
1605,Africa,2021-03-23,4160054.0,2820695.0,1426736614.0,110614.0
1606,Africa,2021-03-24,4170107.0,3089404.0,1426736614.0,110944.0
1607,Africa,2021-03-25,4187031.0,3329642.0,1426736614.0,111320.0
1608,Africa,2021-03-26,4198521.0,3503614.0,1426736614.0,111674.0
1609,Africa,2021-03-27,4211522.0,3606163.0,1426736614.0,111965.0
1610,Africa,2021-03-28,4220717.0,3608826.0,1426736614.0,112156.0
1611,Africa,2021-03-29,4230328.0,3743035.0,1426736614.0,112351.0
1612,Africa,2021-03-30,4240013.0,3870510.0,1426736614.0,112645.0
1613,Africa,2021-03-31,4250912.0,3995049.0,1426736614.0,112932.0
1614,Africa,2021-04-01,4267288.0,4097537.0,1426736614.0,113262.0
1615,Africa,2021-04-02,4279188.0,4174318.0,1426736614.0,113513.0
1616,Africa,2021-04-03,4292836.0,4226013.0,1426736614.0,113792.0
1617,Africa,2021-04-04,4301523.0,4226289.0,1426736614.0,113969.0
1618,Africa,2021-04-05,4311065.0,4285890.0,1426736614.0,114239.0
1619,Africa,2021-04-06,4320771.0,4333474.0,1426736614.0,114473.0
1620,Africa,2021-04-07,4330797.0,4399278.0,1426736614.0,114728.0
1621,Africa,2021-04-08,4347302.0,4443032.0,1426736614.0,115077.0
1622,Africa,2021-04-09,4360038.0,4477593.0,1426736614.0,115368.0
1623,Africa,2021-04-10,4372731.0,4516916.0,1426736614.0,115648.0
1624,Africa,2021-04-11,4382708.0,4531219.0,1426736614.0,115882.0
1625,Africa,2021-04-12,4392328.0,4533119.0,1426736614.0,116179.0
1626,Africa,2021-04-13,4403581.0,4546621.0,1426736614.0,116458.0
1627,Africa,2021-04-14,4413462.0,4558759.0,1426736614.0,116726.0
1628,Africa,2021-04-15,4430848.0,4589663.0,1426736614.0,117151.0
1629,Africa,2021-04-16,4443184.0,4600852.0,1426736614.0,117453.0
1630,Africa,2021-04-17,4455840.0,4607983.0,1426736614.0,117776.0
1631,Africa,2021-04-18,4466490.0,4630823.0,1426736614.0,118034.0
1632,Africa,2021-04-19,4476097.0,4648624.0,1426736614.0,118361.0
1633,Africa,2021-04-20,4486077.0,4663908.0,1426736614.0,118603.0
1634,Africa,2021-04-21,4497147.0,4680066.0,1426736614.0,119008.0
1635,Africa,2021-04-22,4513944.0,4691880.0,1426736614.0,119401.0
1636,Africa,2021-04-23,4524976.0,4712634.0,1426736614.0,119687.0
1637,Africa,2021-04-24,4538984.0,4727792.0,1426736614.0,120038.0
1638,Africa,2021-04-25,4549262.0,4740830.0,1426736614.0,120275.0
1639,Africa,2021-04-26,4557923.0,4755809.0,1426736614.0,120581.0
1640,Africa,2021-04-27,4566418.0,4783203.0,1426736614.0,120872.0
1641,Africa,2021-04-28,4575474.0,4828904.0,1426736614.0,121234.0
1642,Africa,2021-04-29,4589125.0,4856173.0,1426736614.0,121645.0
1643,Africa,2021-04-30,4598557.0,4883115.0,1426736614.0,121922.0
1644,Africa,2021-05-01,4609554.0,4896350.0,1426736614.0,122195.0
1645,Africa,2021-05-02,4617621.0,4904881.0,1426736614.0,122491.0
1646,Africa,2021-05-03,4623998.0,4947142.0,1426736614.0,122728.0
1647,Africa,2021-05-04,4630115.0,5027649.0,1426736614.0,122984.0
1648,Africa,2021-05-05,4638491.0,5082069.0,1426736614.0,123324.0
1649,Africa,2021-05-06,4647905.0,5107964.0,1426736614.0,123711.0
1650,Africa,2021-05-07,4657782.0,5166964.0,1426736614.0,124024.0
1651,Africa,2021-05-08,4668553.0,5265772.0,1426736614.0,124342.0
1652,Africa,2021-05-09,4676809.0,5518732.0,1426736614.0,124612.0
1653,Africa,2021-05-10,4684395.0,5557451.0,1426736614.0,124830.0
1654,Africa,2021-05-11,4690918.0,5599564.0,1426736614.0,125100.0
1655,Africa,2021-05-12,4699619.0,5773814.0,1426736614.0,125432.0
1656,Africa,2021-05-13,4710354.0,5809850.0,1426736614.0,125812.0
1657,Africa,2021-05-14,4719006.0,5863124.0,1426736614.0,126040.0
1658,Africa,2021-05-15,4727652.0,5940500.0,1426736614.0,126301.0
1659,Africa,2021-05-16,4734747.0,5950153.0,1426736614.0,126558.0
1660,Africa,2021-05-17,4741811.0,6017432.0,1426736614.0,126771.0
1661,Africa,2021-05-18,4749158.0,6165017.0,1426736614.0,127032.0
1662,Africa,2021-05-19,4758989.0,6295276.0,1426736614.0,127313.0
1663,Africa,2021-05-20,4770462.0,6370135.0,1426736614.0,127840.0
1664,Africa,2021-05-21,4780897.0,6634192.0,1426736614.0,128082.0
1665,Africa,2021-05-22,4790726.0,6738732.0,1426736614.0,128427.0
1666,Africa,2021-05-23,4800849.0,6762593.0,1426736614.0,128625.0
1667,Africa,2021-05-24,4809336.0,6836558.0,1426736614.0,128850.0
1668,Africa,2021-05-25,4817594.0,6983446.0,1426736614.0,129105.0
1669,Africa,2021-05-26,4826175.0,7112926.0,1426736614.0,129332.0
1670,Africa,2021-05-27,4839128.0,7136486.0,1426736614.0,129682.0
1671,Africa,2021-05-28,4850469.0,7174630.0,1426736614.0,129959.0
1672,Africa,2021-05-29,4863167.0,7229614.0,1426736614.0,130281.0
1673,Africa,2021-05-30,4875674.0,7296977.0,1426736614.0,130530.0
1674,Africa,2021-05-31,4885212.0,8432047.0,1426736614.0,130777.0
1675,Africa,2021-06-01,4894839.0,8669747.0,1426736614.0,131055.0
1676,Africa,2021-06-02,4907297.0,8853952.0,1426736614.0,131379.0
1677,Africa,2021-06-03,4922459.0,8974842.0,1426736614.0,131723.0
1678,Africa,2021-06-04,4935069.0,9103131.0,1426736614.0,131997.0
1679,Africa,2021-06-05,4950304.0,9179236.0,1426736614.0,132274.0
1680,Africa,2021-06-06,4965636.0,9372059.0,1426736614.0,132548.0
1681,Africa,2021-06-07,4977355.0,9675364.0,1426736614.0,132752.0
1682,Africa,2021-06-08,4988246.0,10230768.0,1426736614.0,133064.0
1683,Africa,2021-06-09,5002225.0,10657132.0,1426736614.0,133438.0
1684,Africa,2021-06-10,5022125.0,11002402.0,1426736614.0,133813.0
1685,Africa,2021-06-11,5043173.0,11221604.0,1426736614.0,134121.0
1686,Africa,2021-06-12,5064875.0,11341272.0,1426736614.0,134540.0
1687,Africa,2021-06-13,5084294.0,11367224.0,1426736614.0,134791.0
1688,Africa,2021-06-14,5101287.0,11826935.0,1426736614.0,135118.0
1689,Africa,2021-06-15,5117491.0,12539755.0,1426736614.0,135545.0
1690,Africa,2021-06-16,5139574.0,12739901.0,1426736614.0,135989.0
1691,Africa,2021-06-17,5165357.0,12979248.0,1426736614.0,136361.0
1692,Africa,2021-06-18,5191227.0,13203558.0,1426736614.0,136831.0
1693,Africa,2021-06-19,5217662.0,13290305.0,1426736614.0,137349.0
1694,Africa,2021-06-20,5242028.0,13396618.0,1426736614.0,137750.0
1695,Africa,2021-06-21,5264778.0,13773349.0,1426736614.0,138115.0
1696,Africa,2021-06-22,5285431.0,13823958.0,1426736614.0,138563.0
1697,Africa,2021-06-23,5311688.0,14022864.0,1426736614.0,139242.0
1698,Africa,2021-06-24,5346387.0,14566440.0,1426736614.0,139753.0
1699,Africa,2021-06-25,5379723.0,14738907.0,1426736614.0,140254.0
1700,Africa,2021-06-26,5413164.0,14863481.0,1426736614.0,140853.0
1701,Africa,2021-06-27,5446252.0,14955922.0,1426736614.0,141346.0
1702,Africa,2021-06-28,5474649.0,15364225.0,1426736614.0,141766.0
1703,Africa,2021-06-29,5499457.0,15450256.0,1426736614.0,142307.0
1704,Africa,2021-06-30,5529081.0,15683683.0,1426736614.0,142857.0
1705,Africa,2021-07-01,5567247.0,15762643.0,1426736614.0,143613.0
1706,Africa,2021-07-02,5608005.0,15829509.0,1426736614.0,145132.0
1707,Africa,2021-07-03,5653442.0,15864814.0,1426736614.0,145839.0
1708,Africa,2021-07-04,5697575.0,16043230.0,1426736614.0,146338.0
1709,Africa,2021-07-05,5728084.0,16473540.0,1426736614.0,146982.0
1710,Africa,2021-07-06,5756655.0,16587472.0,1426736614.0,147710.0
1711,Africa,2021-07-07,5790888.0,16687675.0,1426736614.0,148567.0
1712,Africa,2021-07-08,5838328.0,17525832.0,1426736614.0,149440.0
1713,Africa,2021-07-09,5884856.0,17639747.0,1426736614.0,150297.0
1714,Africa,2021-07-10,5936639.0,17666560.0,1426736614.0,151229.0
1715,Africa,2021-07-11,5981018.0,17692239.0,1426736614.0,151914.0
1716,Africa,2021-07-12,6016177.0,18558618.0,1426736614.0,152539.0
1717,Africa,2021-07-13,6051477.0,18779230.0,1426736614.0,153276.0
1718,Africa,2021-07-14,6091342.0,18910595.0,1426736614.0,154355.0
1719,Africa,2021-07-15,6136199.0,19327655.0,1426736614.0,155345.0
1720,Africa,2021-07-16,6178884.0,19366026.0,1426736614.0,156287.0
1721,Africa,2021-07-17,6226046.0,19420392.0,1426736614.0,157279.0
1722,Africa,2021-07-18,6265183.0,19509647.0,1426736614.0,158062.0
1723,Africa,2021-07-19,6300420.0,20108219.0,1426736614.0,158641.0
1724,Africa,2021-07-20,6330679.0,20231707.0,1426736614.0,159367.0
1725,Africa,2021-07-21,6364980.0,20246776.0,1426736614.0,160483.0
1726,Africa,2021-07-22,6400045.0,20693299.0,1426736614.0,161413.0
1727,Africa,2021-07-23,6433257.0,20841487.0,1426736614.0,162354.0
1728,Africa,2021-07-24,6475278.0,20934143.0,1426736614.0,163591.0
1729,Africa,2021-07-25,6511802.0,21281011.0,1426736614.0,164544.0
1730,Africa,2021-07-26,6543262.0,21482032.0,1426736614.0,165374.0
1731,Africa,2021-07-27,6571013.0,21875666.0,1426736614.0,166230.0
1732,Africa,2021-07-28,6607932.0,22035180.0,1426736614.0,167071.0
1733,Africa,2021-07-29,6655475.0,22487338.0,1426736614.0,168264.0
1734,Africa,2021-07-30,6698440.0,22627623.0,1426736614.0,169341.0
1735,Africa,2021-07-31,6749727.0,22665631.0,1426736614.0,170221.0
1736,Africa,2021-08-01,6786066.0,22833346.0,1426736614.0,171021.0
1737,Africa,2021-08-02,6818414.0,23160177.0,1426736614.0,171779.0
1738,Africa,2021-08-03,6853100.0,23939509.0,1426736614.0,172637.0
1739,Africa,2021-08-04,6888175.0,23959510.0,1426736614.0,173738.0
1740,Africa,2021-08-05,6931084.0,24409646.0,1426736614.0,174690.0
1741,Africa,2021-08-06,6995496.0,24578464.0,1426736614.0,176215.0
1742,Africa,2021-08-07,7046661.0,25102295.0,1426736614.0,177366.0
1743,Africa,2021-08-08,7083340.0,25485480.0,1426736614.0,178124.0
1744,Africa,2021-08-09,7115914.0,25966877.0,1426736614.0,178807.0
1745,Africa,2021-08-10,7139187.0,26304491.0,1426736614.0,179414.0
1746,Africa,2021-08-11,7181296.0,26481864.0,1426736614.0,180333.0
1747,Africa,2021-08-12,7214493.0,27109426.0,1426736614.0,181390.0
1748,Africa,2021-08-13,7257210.0,27295001.0,1426736614.0,182603.0
1749,Africa,2021-08-14,7302036.0,27403177.0,1426736614.0,183593.0
1750,Africa,2021-08-15,7336851.0,27577376.0,1426736614.0,184270.0
1751,Africa,2021-08-16,7366632.0,28638137.0,1426736614.0,184942.0
1752,Africa,2021-08-17,7395934.0,29089148.0,1426736614.0,185679.0
1753,Africa,2021-08-18,7431865.0,29892570.0,1426736614.0,186639.0
1754,Africa,2021-08-19,7493636.0,30812305.0,1426736614.0,187711.0
1755,Africa,2021-08-20,7531795.0,32201580.0,1426736614.0,188512.0
1756,Africa,2021-08-21,7573075.0,32315419.0,1426736614.0,189307.0
1757,Africa,2021-08-22,7605138.0,32543838.0,1426736614.0,189951.0
1758,Africa,2021-08-23,7630571.0,33167006.0,1426736614.0,190541.0
1759,Africa,2021-08-24,7656976.0,33738797.0,1426736614.0,191254.0
1760,Africa,2021-08-25,7691039.0,34825490.0,1426736614.0,192147.0
1761,Africa,2021-08-26,7728071.0,34851662.0,1426736614.0,193118.0
1762,Africa,2021-08-27,7761914.0,36356569.0,1426736614.0,193885.0
1763,Africa,2021-08-28,7799946.0,36554342.0,1426736614.0,194762.0
1764,Africa,2021-08-29,7827275.0,37393287.0,1426736614.0,195579.0
1765,Africa,2021-08-30,7848996.0,37670022.0,1426736614.0,196154.0
1766,Africa,2021-08-31,7872491.0,38291814.0,1426736614.0,196755.0
1767,Africa,2021-09-01,7896911.0,39236224.0,1426736614.0,197614.0
1768,Africa,2021-09-02,7926849.0,39428739.0,1426736614.0,198289.0
1769,Africa,2021-09-03,7953846.0,39688353.0,1426736614.0,199074.0
1770,Africa,2021-09-04,7982039.0,42360353.0,1426736614.0,199732.0
1771,Africa,2021-09-05,8003513.0,43128762.0,1426736614.0,200227.0
1772,Africa,2021-09-06,8020178.0,43879895.0,1426736614.0,200510.0
1773,Africa,2021-09-07,8038670.0,44196477.0,1426736614.0,201149.0
1774,Africa,2021-09-08,8059525.0,44579901.0,1426736614.0,201810.0
1775,Africa,2021-09-09,8082096.0,45310152.0,1426736614.0,202383.0
1776,Africa,2021-09-10,8102767.0,46105347.0,1426736614.0,202927.0
1777,Africa,2021-09-11,8123559.0,46680454.0,1426736614.0,203530.0
1778,Africa,2021-09-12,8138887.0,46928118.0,1426736614.0,203896.0
1779,Africa,2021-09-13,8153466.0,47171532.0,1426736614.0,204265.0
1780,Africa,2021-09-14,8180713.0,49045113.0,1426736614.0,204651.0
1781,Africa,2021-09-15,8195186.0,49950502.0,1426736614.0,205299.0
1782,Africa,2021-09-16,8215712.0,50781375.0,1426736614.0,205776.0
1783,Africa,2021-09-17,8232322.0,50948760.0,1426736614.0,206344.0
1784,Africa,2021-09-18,8249229.0,51352675.0,1426736614.0,206752.0
1785,Africa,2021-09-19,8261077.0,52391718.0,1426736614.0,207144.0
1786,Africa,2021-09-20,8274356.0,53225062.0,1426736614.0,207442.0
1787,Africa,2021-09-21,8289102.0,53515386.0,1426736614.0,207796.0
1788,Africa,2021-09-22,8301534.0,54510862.0,1426736614.0,208281.0
1789,Africa,2021-09-23,8319881.0,54843944.0,1426736614.0,208715.0
1790,Africa,2021-09-24,8332847.0,54945951.0,1426736614.0,209163.0
1791,Africa,2021-09-25,8346440.0,56550762.0,1426736614.0,209742.0
1792,Africa,2021-09-26,8355969.0,56894120.0,1426736614.0,209997.0
1793,Africa,2021-09-27,8364121.0,58961357.0,1426736614.0,210302.0
1794,Africa,2021-09-28,8373219.0,59517715.0,1426736614.0,210712.0
1795,Africa,2021-09-29,8382739.0,59678069.0,1426736614.0,211163.0
1796,Africa,2021-09-30,8397169.0,60335298.0,1426736614.0,211536.0
1797,Africa,2021-10-01,8407313.0,60460828.0,1426736614.0,211903.0
1798,Africa,2021-10-02,8418291.0,61008218.0,1426736614.0,212183.0
1799,Africa,2021-10-03,8425065.0,61304840.0,1426736614.0,212409.0
1800,Africa,2021-10-04,8432150.0,61346050.0,1426736614.0,212657.0
1801,Africa,2021-10-05,8438889.0,61711132.0,1426736614.0,212852.0
1802,Africa,2021-10-06,8446634.0,62247158.0,1426736614.0,213160.0
1803,Africa,2021-10-07,8458138.0,62715707.0,1426736614.0,213463.0
1804,Africa,2021-10-08,8466161.0,63923753.0,1426736614.0,213834.0
1805,Africa,2021-10-09,8473835.0,64935242.0,1426736614.0,214129.0
1806,Africa,2021-10-10,8478688.0,65113013.0,1426736614.0,214328.0
1807,Africa,2021-10-11,8484560.0,65479230.0,1426736614.0,214544.0
1808,Africa,2021-10-12,8490055.0,65725228.0,1426736614.0,214748.0
1809,Africa,2021-10-13,8496516.0,66596619.0,1426736614.0,215028.0
1810,Africa,2021-10-14,8505485.0,67027675.0,1426736614.0,215276.0
1811,Africa,2021-10-15,8512385.0,67806758.0,1426736614.0,215494.0
1812,Africa,2021-10-16,8520257.0,67857299.0,1426736614.0,215697.0
1813,Africa,2021-10-17,8524665.0,69621838.0,1426736614.0,215858.0
1814,Africa,2021-10-18,8529473.0,70233563.0,1426736614.0,216060.0
1815,Africa,2021-10-19,8534833.0,70875816.0,1426736614.0,216238.0
1816,Africa,2021-10-20,8540134.0,71038041.0,1426736614.0,216421.0
1817,Africa,2021-10-21,8547099.0,71797395.0,1426736614.0,216747.0
1818,Africa,2021-10-22,8553771.0,71965545.0,1426736614.0,217003.0
1819,Africa,2021-10-23,8559899.0,73310127.0,1426736614.0,217208.0
1820,Africa,2021-10-24,8563387.0,74599032.0,1426736614.0,217324.0
1821,Africa,2021-10-25,8568685.0,74861496.0,1426736614.0,217486.0
1822,Africa,2021-10-26,8574633.0,75578165.0,1426736614.0,217709.0
1823,Africa,2021-10-27,8580075.0,75766086.0,1426736614.0,217926.0
1824,Africa,2021-10-28,8587268.0,76360930.0,1426736614.0,218177.0
1825,Africa,2021-10-29,8592600.0,79415052.0,1426736614.0,218390.0
1826,Africa,2021-10-30,8598079.0,80078265.0,1426736614.0,218559.0
1827,Africa,2021-10-31,8601941.0,80759982.0,1426736614.0,218680.0
1828,Africa,2021-11-01,8606322.0,81432762.0,1426736614.0,218826.0
1829,Africa,2021-11-02,8615938.0,82036961.0,1426736614.0,218993.0
1830,Africa,2021-11-03,8619212.0,82251189.0,1426736614.0,219151.0
1831,Africa,2021-11-04,8626009.0,83140534.0,1426736614.0,219338.0
1832,Africa,2021-11-05,8631888.0,83267105.0,1426736614.0,219621.0
1833,Africa,2021-11-06,8637455.0,84214931.0,1426736614.0,219787.0
1834,Africa,2021-11-07,8641300.0,84450098.0,1426736614.0,219922.0
1835,Africa,2021-11-08,8646043.0,84737553.0,1426736614.0,220089.0
1836,Africa,2021-11-09,8651390.0,85001246.0,1426736614.0,220237.0
1837,Africa,2021-11-10,8659262.0,87156623.0,1426736614.0,220401.0
